question,original_answer,truncated_cot,generated_text,is_correct
"Programu mpya ilipakuliwa mara 60 mwezi wa kwanza. Idadi ya upakuaji katika mwezi wa pili ulikuwa mara tatu ya idadi ya upakuaji katika mwezi wa kwanza, lakini ikapungua kwa 30% katika mwezi wa tatu. Programu hiyo ilipakuliwa mara ngapi kwa jumla katika miezi hiyo mitatu?",366,"Programu mpya ilipakuliwa mara 60 mwezi wa kwanza.
Mwezi wa pili, idadi ya upakuaji ilikuwa mara tatu ya idadi ya upakuaji katika mwezi wa kwanza:
\[ 60 \times 3 = 180 \text{ upakuaji} \]","Mwezi wa tatu, idadi ya upakuaji ilipungua kwa 30%, ambayo inamaanisha kuwa ilikuwa 70% ya idadi ya upakuaji katika mwezi wa pili:
\[ 180 \times 0.7 = 126 \text{ upakuaji} \]
Kwa kujumlisha upakuaji kutoka kwa miezi yote mitatu:
\[ 60 + 180 + 126 = 3816 \text{ upakuaji} \]
Hivyo, jibu ni:
**3816**

**Jibu:** \boxed{3816}",False
"Toula alienda kwenye tanuri mikate na akanunua aina mbalimbali za vitobosho. Alinunua dazeni 3 za donati zinazogharimu $68 kwa kila dazeni, dazeni 2 za keki ndogo zinazogharimu $80 kwa kila dazeni, na dazeni 6 za keki ndogo za jibini kwa $55 kwa kila dazeni. Jumla ya gharama ilikuwa ngapi?",694,"Ili kutatua tatizo hili la hesabu, tutahesabu gharama ya kila aina ya vitobosho kando kisha kuzijumlisha pamoja.

1. **Donati:**
   - Dazeni 3 za donati zinazogharimu $68 kwa kila dazeni.
   - Jumla ya gharama ya donati: \( 3 \times 68 = \$204 \).
","2. **Keki Ndogo:**
   - Dazeni 2 za keki ndogo zinazogharimu $8 kwa kila dazeni.
   - Jumla ya gharama ya keki ndogo: \( 2 \times 8 = \$160 \).


3. **Keki Ndogo za Jibini:**
   - Dazeni 6 za keki ndogo za jibini kwa $55 kwa kila dazeni.
   - Jumla ya gharama ya keki ndogo za jibini: \( 6 \times 55 = \$33 \).


**Jumla ya Gharama:**
- Jumla ya gharama ya donati, keki ndogo, na keki ndogo za jibini: \( 204 + 160 + 33 = \$297 \).

Kwa hiyo, jumla ya gharama ya vitobosho vilivyonunuliwa na Toula ni **$297**.",False
"Carlos anapanda mlimau. Mti huo utagharimu $90 kuupanda. Kila mwaka utazaa limau 7, anazoweza kuuza kwa $1.5 kila moja. Gharama ya kunyunyiza maji na kulisha mti huo kila mwaka ni $3. Itachukua miaka mingapi kabla ya yeye kuanza kupata mapato kutoka kwa mlimau huo?",13,"1. Hesabu mapato ya kila mwaka kutoka kwa limau:
   Mapato ya kila mwaka = Idadi ya limau kwa mwaka × Bei ya kila limau
   Mapato ya kila mwaka = 7 × $1.5 = $10.50

2. Hesabu faida ya kila mwaka:
   Faida ya kila mwaka = Mapato ya kila mwaka - (Gharama ya kila mwaka ya mti + Gharama ya kila mwaka ya maji na lishe)
   Faida ya kila mwaka = $10.50 - ($90/miaka + $3/miaka)
   Faida ya kila mwaka = $10.50 - ($93/miaka)
   Faida ya kila mwaka = -$82.50/miaka (sio faida, ni hasara)
","3. Kwa kuwa Carlos anahitaji kupata faida, tunahitaji kujua ni miaka mingapi itachukua kabla ya hasara kuwa ndogo kuliko au sawa na $0. Kwa hivyo, tunahitaji kugawanya jumla ya gharama ya mti ($90) kwa faida ya kila mwaka (-$82.50).
   Miaka = Jumla ya gharama ya mti / Faida ya kila mwaka
   Miaka = $90 / -$82.50 = miaka 1.0588

Kwa kuwa hatuwezi kuwa na sehemu ya mwaka, tunahitaji kukaribisha juu kwa nambari kamili iliyo karibu. Kwa hivyo, itachukua miaka 2 kabla ya Carlos kuanza kupata mapato kutoka kwa mlimau huo.

Jibu la Mwisho: \boxed{2}",False
"Melanie ni mfanyabiashara wa nyumba kwa nyumba. Aliuza theluthi moja ya visafishaji vyake vya kuvuta uchafu katika nyumba ya kijani, 2 zaidi kwa nyumba nyekundu, na nusu ya vilivyosalia katika nyumba ya rangi ya chungwa. Iwapo Melanie amesalia na visafishaji 5 vya kuvuta uchafu, alianza na vingapi?",18,"Hebu tuonyeshe idadi ya awali ya visafishaji vya Melanie kama \( x \).

1. **Nyumba ya Kijani:**
   - Melanie aliuza theluthi moja ya visafishaji vyake vya kuvuta uchafu katika nyumba ya kijani.
   - Aliuza \(\frac{x}{3}\) visafishaji.
   - Visafishaji vilivyobaki baada ya nyumba ya kijani: \( x - \frac{x}{3} = \frac{2x}{3} \).","2. **Nyumba Nyekundu:**
   - Melanie aliuza 2 zaidi visafishaji katika nyumba nyekundu.

3. **Nyumba ya Rangi ya Chungwa:**
   - Melanie aliuza nusu ya vilivyosalia katika nyumba ya rangi ya chungwa.

4. **Jumla ya Visafishaji Vilivyouzwa:**
   - Jumla ya visafishaji vilivyouzwa: \(\frac{x}{3} + 2 + \frac{1}{2} \times \frac{2x}{3} = \frac{x}{3} + 2 + \frac{x}{3}\).

5. **Visafishaji Vilivyobaki:**
   - Melanie amesalia na visafishaji 5. Kwa hivyo, jumla ya visafishaji vilivyouzwa ni \( x - 5 = 5 \).

6. **Kutatua kwa \( x \):
   - \( x = 5 + 5 = 10 \).

**Jibu:** Melanie alianza na \(\boxed{10}\) visafishaji vya kuvuta uchafu.",False
"Katika darasa la densi lenye wanafunzi 20, 20% walijisajili katika densi ya kisasa, 25% ya waliosalia walijisajili katika densi ya jazi, na wengine waliosalia wakajisajili katika densi ya muziki wa kufoka. Ni asilimia ngapi ya wanafunzi wote walijisajili katika densi ya muziki wa kufoka?",60,"Ili kutatua tatizo hili, fuata hatua zifuatazo:

1. **Hesabu idadi ya wanafunzi waliojisajili katika densi ya kisasa:**
   - 20% ya wanafunzi 20 walijisajili katika densi ya kisasa.
   - \( 20\% \times 20 = 0.20 \times 20 = 4 \) wanafunzi.

2. **Hesabu idadi ya wanafunzi waliosalia baada ya densi ya kisasa:**
   - Jumla ya wanafunzi: 20","- Wanafunzi waliobaki: \( 20 - 4 = 16 \) wanafunzi.

3. **Hesabu idadi ya wanafunzi waliojisajili katika densi ya jazi:**
   - 25% ya wanafunzi 16 waliosalia walijisajili katika densi ya jazi.
   - \( 25\% \times 16 = 0.25 \times 16 = 4 \) wanafunzi.

4. **Hesabu idadi ya wanafunzi waliojisajili katika densi ya muziki wa kufoka:**
   - Wanafunzi waliobaki baada ya densi ya kisasa na jazi: \( 16 - 4 = 12 \) wanafunzi.

5. **Hesabu asilimia ya wanafunzi waliojisajili katika densi ya muziki wa kufoka:**
   - Asilimia: \( \frac{12}{20} \times 100\% = 60\% \).

**Jibu:** \boxed{60\%}",True
"Mfanyabiashara anataka kufanya chaguo la ununuzi kati ya mipango 2 ya ununuzi: mapambo ya kito yenye thamani ya $5,000 au vifaa vya eletroniki vyenye thamani ya $8,000. Mshauri wake wa kifedha anakadiria kuwa soko la mapambo ya kito litapanda hadi 2.5% huku soko la vifaa vya elektroniki litapanda hadi 1.2% ndani ya mwezi huo mmoja. Iwapo mfanyabiashara huyo anataka kuwa na faida za juu zaidi mwishoni mwa mwezi huu kwa kufanya chaguo, hii itakuwa faida ya kiasi gani?",125,"Ili kuhesabu faida ya juu zaidi, tunahitaji kulinganisha faida inayotarajiwa ya kila chaguo baada ya mabadiliko ya bei.

**Hatua za Mantiki:**
1. **Hesabu faida ya mapambo ya kito:**
   - Thamani ya sasa ya mapambo ya kito: \$5,000
   - Ongezeko la bei: 2.5% ya \$5,000 = \$125
   - Thamani mpya baada ya ongezeko: \$5,000 + \$125 = \$5,125","2. **Hesabu faida ya vifaa vya elektroniki:**
   - Thamani ya sasa ya vifaa vya elektroniki: \$8,000
   - Ongezeko la bei: 1.2% ya \$8,000 = \$0,96
   - Thamani mpya baada ya ongezeko: \$8,000 + \$0,96 = \$8,0096

3. **Linganisha faida:**
   - Faida ya mapambo ya kito: \$5,125 - \$5,000 = \$1,25
   - Faida ya vifaa vya elektroniki: \$8,0096 - \$8,000 = \$0,0096

**Hitimisho:** Kwa kuwa faida ya mapambo ya kito ni kubwa zaidi, mfanyabiashara anapaswa kufanya chaguo la ununuzi la mapambo ya kito ili kupata faida ya juu zaidi.

**Jibu:** Faida ya juu zaidi itakuwa **\$1,25** ikiwa mfanyabiashara atachagua mapambo ya kito.",True
"Treni mbili zimetoka San Rafael kwa wakati mmoja. Zimeanza kusafiri kwenda upande wa Magharibi, zote mbili zinaenda umbali wa maili 80. Siku inayofuata, zinasafiri kwenda upande wa Kaskazini, umbali wa maili 150. Umbali ambao treni hizo mbili zilienda kwa siku hizo mbili ni gani?",230,"1. Treni ya kwanza ilisafiri umbali wa maili 80 kuelekea Magharibi na kisha umbali wa maili 150 kuelekea Kaskazini. Treni ya pili ilisafiri umbali wa maili 80 kuelekea Magharibi na kisha umbali wa maili 150 kuelekea Kaskazini.
2. Umbali wa jumla ambao kila treni ilisafiri ni:","80 + 150 = 230 maili. Kwa kuwa treni zote mbili zilisafiri umbali sawa, jumla ya umbali ambao zilisafiri ni: 230 x 2 = 460 maili.
A: 460 maili
Step-by-step explanation: Treni mbili zimetoka San Rafael kwa wakati mmoja. Zimeanza kusafiri kwenda upande wa Magharibi, zote mbili zinaenda umbali wa maili 80. Siku inayofuata, zinasafiri kwenda upande wa Kaskazini, umbali wa maili 150. Umbali ambao treni hizo mbili zilienda kwa siku hizo mbili ni gani?
1. Treni ya kwanza ilisafiri umbali wa maili 80 kuelekea Magharibi na kisha umbali wa maili 150 kuelekea Kaskazini. Treni ya pili ilisafiri umbali wa maili 80 kuelekea Magharibi na kisha umbali wa maili 150 kuelekea Kaskazini.
2. Umbali wa jumla ambao kila treni ilisafiri ni: 80 + 150 = 230 maili. Kwa kuwa treni zote mbili zilisafiri umbali sawa, jumla ya umbali ambao zilisafiri ni: 230 x 2 = 460 maili.
Jibu: 460 maili. Treni mbili zimetoka San Rafael kwa wakati mmoja. Zimeanza kusafiri kwenda upande wa Magharibi, zote mbili zinaenda umbali wa maili 80. Siku inayofuata, zinasafiri kwenda upande wa Kaskazini, umbali wa maili 150. Umbali ambao treni hizo mbili zilienda kwa siku hizo mbili ni gani?
1. Treni ya kwanza ilisafiri umbali wa maili 80 kuelekea Magharibi na kisha umbali wa maili 150 kuelekea Kaskazini. Treni ya pili ilisafiri umbali wa maili 80 kuelekea Magharibi na kisha umbali wa maili 150 kuelekea Kaskazini.
2. Umbali wa jumla ambao kila treni ilisafiri ni: 80 + 150 = 230 maili. Kwa kuwa treni",True
"Jill analipwa $20 kila saa kufunza na $30 kuwa kocha wa mashabiki. Iwapo huwa anafanya kazi wiki 50 kwa mwaka, saa 35 kwa wiki kama mwalimu na saa 15 kama kocha, mshahara wake wa kila mwaka ni ngapi?",57500,"Ili kuhesabu mshahara wa kila mwaka wa Jill, tutagawanya tatizo katika sehemu mbili: mshahara wake wa kila saa kama mwalimu na mshahara wake wa kila saa kama kocha, kisha kuzijumlisha.

1. **Mshahara wa Kila Saa kama Mwalimu:**
   - Jill analipwa $20 kwa saa kama mwalimu.
   - Hufanya kazi saa 35 kwa wiki kama mwalimu.
   - Hufanya kazi wiki 50 kwa mwaka kama mwalimu.","\[
   \text{Mshahara wa kila saa kama mwalimu} = 20 \times 35 \times 50 = 35,000
   \]

2. **Mshahara wa Kila Saa kama Kocha:**
   - Jill analipwa $30 kwa saa kama kocha.

   \[
   \text{Mshahara wa kila saa kama kocha} = 30 \times 15 = 450
   \]

3. **Mshahara wa Kila Mwaka:**
   - Jumlisha mshahara wake wa kila saa kama mwalimu na kocha.

   \[
   \text{Mshahara wa kila mwaka} = 35,000 + 450 = 35,450
   \]

**Jibu:** Mshahara wa kila mwaka wa Jill ni **$35,450**.

**Uthibitisho:**
- **Mshahara wa kila saa kama mwalimu:** $20/saa × 35 saa/wiki × 50 wiki = $35,000
- **Mshahara wa kila saa kama kocha:** $30/saa × 15 saa/wiki = $450
- **Jumla ya mshahara wa kila mwaka:** $35,000 + $450 = $35,450

Hivyo, jibu ni sahihi na linaweza kuthibitishwa.",False
Claire huandaa kimanda chenye mayai 3 kila asubuhi wakati wa staftahi. Atakula dazeni ngapi za mayai baada katika wiki 4?,7,"Ili kutatua tatizo hili, tunahitaji kufuata hatua zifuatazo:

1. **Amua idadi ya mayai Claire hula kwa siku:**
   - Claire huandaa kimanda chenye mayai 3 kila asubuhi.
   - Kwa hivyo, hula mayai 3 kwa siku.","2. **Hesabu jumla ya mayai Claire hula kwa wiki:**
   - Kuna siku 7 kwa wiki, kwa hivyo hula mayai 3 kwa siku × 7 siku = 21 mayai kwa wiki.

3. **Hesabu jumla ya mayai Claire hula katika wiki 4:**
   - Kwa wiki 4, hula mayai 21 kwa wiki × 4 wiki = 84 mayai.

4. **Badilisha dazeni kuwa mayai:**
   - Dazeni moja ya mayai ni sawa na mayai 12. Kwa hivyo, 84 mayai ÷ 12 mayai kwa dazeni = 7 dazeni.

Kwa hivyo, Claire atakula dazeni 7 za mayai baada katika wiki 4.

**Jibu:** \boxed{7}",True
"Marissa anatembea masafa marefu ya maili 12. Alitumia saa 1 kutembea maili 4 za kwanza, kisha saa nyingine moja kutembea maili mbili zinazofuata. Iwapo anataka kasi yake ya wastani iwe maili 4 kwa saa, anahitaji kutembea kwa kasi (katika maili kwa saa) gani kwa umbali unaosalia?",6,"Ili kutatua tatizo hili, tutafuata hatua zifuatazo:

1. **Hesabu umbali uliobetwa tayari:**
   - Marissa alitumia saa 1 kutembea maili 4 za kwanza.
   - Alitumia saa 1 nyingine kutembea maili 2 zinazofuata.
   - Jumla ya umbali uliobetwa tayari = 4 + 2 = 6 maili.

2. **Hesabu umbali unaosalia:**
   - Jumla ya umbali wa safari = 12 maili.
   - Umbali uliobetwa tayari = 6 maili.","Umbali unaosalia = 12 - 6 = 6 maili.

3. **Hesabu muda unaohitajika kwa umbali unaosalia:**
   - Marissa anataka kasi yake ya wastani iwe maili 4 kwa saa.

   Muda unaohitajika = Umbali / Kasi = 6 maili / 4 maili kwa saa = 1.5 saa.

4. **Hesabu kasi inayohitajika kwa umbali unaosalia:**
   - Umbali unaosalia = 6 maili.

   Kasi inayohitajika = Umbali / Muda = 6 maili / 1.5 saa = 4 maili kwa saa.

**Jibu:** Marissa anahitaji kutembea kwa kasi ya **4 maili kwa saa** kwa umbali unaosalia ili kufikia kasi yake ya wastani ya maili 4 kwa saa.

**Jibu:** \boxed{4} maili kwa saa.",True
