"question","answer","cot_answer","extracted_answer","is_correct","cot_answer_errinj","err_inj_reinf_raw","err_inj_answer"
"জন তাঁর সমস্ত খেলনা বিক্রয় করে সেই অর্থ দিয়ে ভিডিও গেম ক্রয় করার পরিকল্পনা করছেন। তাঁর 13টি লেগো সেট আছে এবং সেগুলির প্রতিটিকে তিনি $15 দরে বিক্রয় করেছেন। তিনি $20 মূল্যের 8টি ভিডিও গেম ক্রয় করেছেন এবং তাঁর কাছে এখনও $5 অবশিষ্ট রয়েছে। তাঁর কাছে এখনও কতগুলি লেগো সেট আছে?","2","জন লেগো বিক্রয় করে মোট আয় করেছেন 13 সেট × $15 = $195। তিনি ভিডিও গেমে $20 খরচ করেছেন এবং $5 অবশিষ্ট রয়েছে, তাই মোট খরচ হয়েছে $20 + $5 = $25। লেগো বিক্রয় থেকে অবশিষ্ট অর্থ হল $195 – $25 = $170। যেহেতু প্রতিটি লেগো সেট $15 দরে বিক্রয় হয়েছে, তাই অবশিষ্ট লেগো সেটের সংখ্যা হল $170 ÷ $15 = 11.3333। যেহেতু জন একটি লেগো সেটের ভগ্নাংশ বিক্রয় করতে পারেন না, তাই তিনি 11টি সম্পূর্ণ লেগো সেট বিক্রয় করেছেন। তাই, জন-এর কাছে এখনও 13 – 11 = 2টি লেগো সেট আছে।
উত্তর: 2","2","True","জন লেগো বিক্রয় করে মোট আয় করেছেন 13 সেট × $15 = $195। তিনি ভিডিও গেমে $20 খরচ করেছেন এবং $5 অবশিষ্ট রয়েছে, তাই মোট খরচ হয়েছে $20 + $5 = $25। লেগো বিক্রয় থেকে অবশিষ্ট অর্থ হল $195 – $25 = $170। যেহেতু প্রতিটি লেগো সেট $15 দরে বিক্রয় হয়েছে, তাই অবশিষ্ট লেগো সেটের সংখ্যা হল $170 ÷ $15 = 11.3333। যেহেতু জন একটি লেগো সেটের ভগ্নাংশ বিক্রয় করতে পারেন না, তাই তিনি 11টি সম্পূর্ণ লেগো সেট বিক্রয় করেছেন। তাই, জন-এর কাছে এখনও 13 – 11 = 17টি লেগো সেট আছে।
উত্তর: 2","**ধাপে ধাপে সমাধান:**
1. **মোট আয়:** 13 সেট × $15 = $195
2. **মোট খরচ:** $20 (ভিডিও গেম) + $5 (অবশিষ্ট) = $25
3. **অবশিষ্ট অর্থ:** $195 – $25 = $170
4. **অবশিষ্ট লেগো সেট:** $170 ÷ $15 = 11.3333 →","11.3333"
"জন এক সপ্তাহে 60 মাইল দৌড়ান। তিনি প্রতি সপ্তাহে 3 দিন দৌড়ান। তিনি প্রথম দিনে 3 ঘণ্টা দৌড়ান এবং অন্য দুদিন তার অর্ধেক দৌড়ান। তিনি কত দ্রুত দৌড়ান?","10","**পদক্ষেপ ১:** জন প্রতি সপ্তাহে 60 মাইল দৌড়ান এবং 3 দিন দৌড়ান। সুতরাং, প্রতি দিনে তিনি দৌড়ান:
\[ \frac{60 \text{ মাইল}}{3 \text{ দিন}} = 20 \text{ মাইল/দিন} \]

**পদক্ষেপ ২:** প্রথম দিনে তিনি 3 ঘণ্টা দৌড়ান। অন্য দুদিন তিনি প্রতি দিনে 3 ঘণ্টার অর্ধেক দৌড়ান, যা হল:
\[ \frac{3 \text{ ঘণ্টা}}{2} = 1.5 \text{ ঘণ্টা/দিন} \]

**পদক্ষেপ ৩:** তিন দিন দৌড়ানোর মোট সময়:
\[ 3 \text{ দিন} \times 3 \text{ ঘণ্টা/দিন} + 2 \text{ দিন} \times 1.5 \text{ ঘণ্টা/দিন} = 9 \text{ ঘণ্টা} + 3 \text{ ঘণ্টা} = 12 \text{ ঘণ্টা} \]

**পদক্ষেপ ৪:** তিনি কত দ্রুত দৌড়ান তা বের করতে, মোট দূরত্বকে মোট সময় দিয়ে ভাগ করতে হবে:
\[ \frac{60 \text{ মাইল}}{12 \text{ ঘণ্টা}} = 5 \text{ মাইল/ঘণ্টা} \]

**উত্তর:** 5","5","False","**পদক্ষেপ ১:** জন প্রতি সপ্তাহে 60 মাইল দৌড়ান এবং 3 দিন দৌড়ান। সুতরাং, প্রতি দিনে তিনি দৌড়ান:
\[ \frac{60 \text{ মাইল}}{3 \text{ দিন}} = 20 \text{ মাইল/দিন} \]

**পদক্ষেপ ২:** প্রথম দিনে তিনি 3 ঘণ্টা দৌড়ান। অন্য দুদিন তিনি প্রতি দিনে 3 ঘণ্টার অর্ধেক দৌড়ান, যা হল:
\[ \frac{3 \text{ ঘণ্টা}}{2} = 1.5 \text{ ঘণ্টা/দিন} \]

**পদক্ষেপ ৩:** তিন দিন দৌড়ানোর মোট সময়:
\[ 3 \text{ দিন} \times 3 \text{ ঘণ্টা/দিন} + 2 \text{ দিন} \times 1.5 \text{ ঘণ্টা/দিন} = 9 \text{ ঘণ্টা} + 3 \text{ ঘণ্টা} = 7 \text{ ঘণ্টা} \]

**পদক্ষেপ ৪:** তিনি কত দ্রুত দৌড়ান তা বের করতে, মোট দূরত্বকে মোট সময় দিয়ে ভাগ করতে হবে:
\[ \frac{60 \text{ মাইল}}{12 \text{ ঘণ্টা}} = 5 \text{ মাইল/ঘণ্টা} \]

**উত্তর:** 5","5","5"
"ডানা হাঁটার তুলনায় চারগুণ বেশি দ্রুত গতিতে দৌড়াতে পারেন, কিন্তু তিনি তাঁর দৌড়ানোর গতির অর্ধেক গতিতে স্কিপ করতে পারেন। যদি তিনি প্রতি ঘণ্টায় 3 মাইল স্কিপ করতে পারেন, তাহলে দৌড়ানোয় এক-তৃতীয়াংশ ও হাঁটায় দুই-তৃতীয়াংশ সময় দিলে ছয় ঘণ্টায় তিনি কত মাইল পথ যেতে পারবেন?","18","প্রথমে, ডানার দৌড়ানোর গতি বের করুন। যেহেতু তিনি প্রতি ঘণ্টায় 3 মাইল স্কিপ করতে পারেন এবং এটি দৌড়ানোর গতির অর্ধেক, তাই দৌড়ানোর গতি হল 3 * 2 = 6 মাইল প্রতি ঘণ্টা।

এখন, দৌড়ানোয় এক-তৃতীয়াংশ সময় গণনা করুন। যেহেতু তিনি ছয় ঘণ্টা দৌড়ান, তাই এক-তৃতীয়াংশ সময় হল 6 / 3 = 2 ঘণ্টা।

এই সময়ে, তিনি দৌড়ান 2 * 6 = 12 মাইল।

এখন, হাঁটায় দুই-তৃতীয়াংশ সময় গণনা করুন। যেহেতু তিনি ছয় ঘণ্টা হাঁটেন, তাই দুই-তৃতীয়াংশ সময় হল 6 * (2/3) = 4 ঘণ্টা।

এই সময়ে, তিনি হাঁটেন 4 * 3 = 12 মাইল।

সুতরাং, ছয় ঘণ্টায় তিনি মোট 12 + 12 = 24 মাইল যেতে পারবেন।

উত্তর: 24","24","False","প্রথমে, ডানার দৌড়ানোর গতি বের করুন। যেহেতু তিনি প্রতি ঘণ্টায় 3 মাইল স্কিপ করতে পারেন এবং এটি দৌড়ানোর গতির অর্ধেক, তাই দৌড়ানোর গতি হল 3 * 2 = 6 মাইল প্রতি ঘণ্টা।

এখন, দৌড়ানোয় এক-তৃতীয়াংশ সময় গণনা করুন। যেহেতু তিনি ছয় ঘণ্টা দৌড়ান, তাই এক-তৃতীয়াংশ সময় হল 6 / 3 = 2 ঘণ্টা।

এই সময়ে, তিনি দৌড়ান 2 * 6 = 12 মাইল।

এখন, হাঁটায় দুই-তৃতীয়াংশ সময় গণনা করুন। যেহেতু তিনি ছয় ঘণ্টা হাঁটেন, তাই দুই-তৃতীয়াংশ সময় হল 6 * (2/3) = 4 ঘণ্টা।

এই সময়ে, তিনি হাঁটেন 4 * 3 = 12 মাইল।

সুতরাং, ছয় ঘণ্টায় তিনি মোট 12 + 12 = 29 মাইল যেতে পারবেন।

উত্তর: 24","29","29"
"ব্র্যান্ডনের iPhone বেনের iPhone-এর থেকে চারগুণ পুরনো। আবার বেনের iPhone সুজির iPhone-এর তুলনায় দ্বিগুণ পুরনো। যদি সুজির iPhone 1 বছর পুরনো হয়, তাহলে ব্র্যান্ডনের iPhone কত বছরের পুরনো?","8","সুজির iPhone 1 বছর পুরনো, তাই বেনের iPhone 2 বছর পুরনো (কারণ বেনের iPhone সুজির iPhone-এর দ্বিগুণ পুরনো)।
ব্র্যান্ডনের iPhone বেনের iPhone-এর চারগুণ পুরনো, তাই ব্র্যান্ডনের iPhone 4 বছর পুরনো।
উত্তর: 4","4","False","সুজির iPhone 1 বছর পুরনো, তাই বেনের iPhone 2 বছর পুরনো (কারণ বেনের iPhone সুজির iPhone-এর দ্বিগুণ পুরনো)।
ব্র্যান্ডনের iPhone বেনের iPhone-এর চারগুণ পুরনো, তাই ব্র্যান্ডনের iPhone 10 বছর পুরনো।
উত্তর: 4","10","10"
"মাউন্ট ফার্বোর শীর্ষে বসে বিশালাকার ড্রাগন পার্গ 1000 ফুট দূরত্বের মধ্যে থাকা যে কোনও কিছুর উপরে মুখ থেকে অগ্নিশিখা বর্ষণ করছে। ড্রাগনটিকে হত্যা করতে পারে এমন একমাত্র জ্ঞাত অস্ত্র হল স্বর্ণ জ্যাভলিন, যেটিকে পলি 400 ফুট দূরত্ব অবধি নিক্ষেপ করতে পারেন, কিন্তু সেই দূরত্ব ড্রাগনের অগ্নিশিখার নাগালের মধ্যেই রয়েছে। কিন্তু পলি যখন নীলকান্ত মণি ধরে রাখেন তখন তিনি মণিটি ধরে না থাকা অবস্থার তুলনায় তিনগুণ দূরত্ব অবধি জ্যাভলিনটিকে নিক্ষেপ করতে পারেন। যদি তিনি মণিটি ধরে রাখেন, তাহলে ড্রাগনের অগ্নিশিখার নাগালের বাইরে কত দূরত্ব অবধি দাঁড়িয়ে পলি স্বর্ণ জ্যাভলিন দিয়ে ড্রাগনকে আঘাত করতে পারবেন?","200","পলি যখন নীলকান্ত মণি ধরে রাখেন, তখন তিনি স্বর্ণ জ্যাভলিনটি 400 ফুট + 3 * 400 ফুট = 1400 ফুট দূরত্ব অবধি নিক্ষেপ করতে পারেন। যেহেতু ড্রাগনের অগ্নিশিখার নাগাল 1000 ফুট, তাই 1400 ফুট 1000 ফুটের চেয়ে বেশি, তাই পলি ড্রাগনকে হত্যা করতে পারবেন।

উত্তর: 1400","1400","False","পলি যখন নীলকান্ত মণি ধরে রাখেন, তখন তিনি স্বর্ণ জ্যাভলিনটি 400 ফুট + 3 * 400 ফুট = 1380 ফুট দূরত্ব অবধি নিক্ষেপ করতে পারেন। যেহেতু ড্রাগনের অগ্নিশিখার নাগাল 1000 ফুট, তাই 1400 ফুট 1000 ফুটের চেয়ে বেশি, তাই পলি ড্রাগনকে হত্যা করতে পারবেন।

উত্তর: 1400","400 + 3 * 400 = 1400 ফুট।","1400"
"ঠাকুমা জোন্স দমকলকর্মীদের মধ্যাহ্নভোজনের জন্য 5টি আপেল পাই বেক করেছিলেন। তিনি প্রতিটি পাই-কে 8টি টুকরো করে কেটেছিলেন এবং অতিথিদের তাদের নিজেদের পরিবেশন করার জন্য পাঁচটি পাই বুফে টেবিলে রেখেছিলেন। সন্ধ্যার শেষে, অতিথিরা তাদের পাইয়ের টুকরো নেওয়া ও খাওয়া সমাপ্ত করার পরে, পাই-এর 14টি টুকরো অবশিষ্ট পড়েছিল। অতিথিরা কতগুলি টুকরো নিয়েছিলেন?","26","ঠাকুমা জোন্স 5টি আপেল পাই বেক করেছিলেন, প্রতিটি পাই 8টি টুকরো করে কাটা হয়েছিল, তাই মোট টুকরোর সংখ্যা ছিল 5 * 8 = 40টি। সন্ধ্যার শেষে, 14টি টুকরো অবশিষ্ট ছিল, যার অর্থ অতিথিরা 40 - 14 = 26টি টুকরো নিয়েছিলেন।

উত্তর: 26","26","True","ঠাকুমা জোন্স 5টি আপেল পাই বেক করেছিলেন, প্রতিটি পাই 8টি টুকরো করে কাটা হয়েছিল, তাই মোট টুকরোর সংখ্যা ছিল 5 * 8 = 40টি। সন্ধ্যার শেষে, 14টি টুকরো অবশিষ্ট ছিল, যার অর্থ অতিথিরা 40 - 14 = 20টি টুকরো নিয়েছিলেন।

উত্তর: 26","**উত্তর:** 20","20"
"পুষ্টিগত তথ্য অনুসারে, এক ব্যাগ চিপ্সের প্রতি সার্ভিং-এ 250 ক্যালোরি রয়েছে। 300 গ্রামের একটি ব্যাগে যদি 5টি সার্ভিং থাকে, এবং আপনার দৈনিক ক্যালোরির লক্ষ্যমাত্রা যদি 2000 হয়ে থাকে ও আপনি ইতিমধ্যেই 1800 ক্যালোরি গ্রহণ করে থাকেন তাহলে আপনি কত গ্রাম চিপ্স খেতে পারবেন?","48","প্রথমে, একটি ব্যাগের মোট ক্যালোরি পরিমাণ বের করুন: 5টি সার্ভিং × 250 ক্যালোরি/সার্ভিং = 1250 ক্যালোরি।

এরপর, আপনি ইতিমধ্যে কত ক্যালোরি গ্রহণ করেছেন তা বিয়োগ করুন: 2000 ক্যালোরি - 1800 ক্যালোরি = 200 ক্যালোরি অবশিষ্ট।

অবশেষে, অবশিষ্ট ক্যালোরি সংখ্যাকে প্রতি ব্যাগের ক্যালোরি দিয়ে ভাগ করুন: 200 ক্যালোরি ÷ 1250 ক্যালোরি/ব্যাগ = 0.16 ব্যাগ।

যেহেতু একটি ব্যাগের সার্ভিং সংখ্যা নির্দিষ্ট করা নেই, তাই আমরা ধরে নেব যে একটি ব্যাগের 5টি সার্ভিং আছে। সুতরাং, আপনি 0.16 ব্যাগ × 5 সার্ভিং/ব্যাগ = 0.8 সার্ভিং চিপ্স খেতে পারবেন।

একটি সার্ভিং চিপ্সের ওজন বের করতে, আমরা ব্যাগের মোট ওজন (300 গ্রাম) কে সার্ভিং সংখ্যা দিয়ে ভাগ করি: 300 গ্রাম ÷ 5 সার্ভিং = 60 গ্রাম/সার্ভিং।

অবশেষে, আপনি কত গ্রাম চিপ্স খেতে পারবেন তা বের করতে, একটি সার্ভিংয়ের ওজনকে সার্ভিং সংখ্যা দিয়ে গুণ করুন: 60 গ্রাম/সার্ভিং × 0.8 সার্ভিং = 48 গ্রাম।

উত্তর: 48","48","True","প্রথমে, একটি ব্যাগের মোট ক্যালোরি পরিমাণ বের করুন: 5টি সার্ভিং × 250 ক্যালোরি/সার্ভিং = 1250 ক্যালোরি।

এরপর, আপনি ইতিমধ্যে কত ক্যালোরি গ্রহণ করেছেন তা বিয়োগ করুন: 2000 ক্যালোরি - 1800 ক্যালোরি = 211 ক্যালোরি অবশিষ্ট।

অবশেষে, অবশিষ্ট ক্যালোরি সংখ্যাকে প্রতি ব্যাগের ক্যালোরি দিয়ে ভাগ করুন: 200 ক্যালোরি ÷ 1250 ক্যালোরি/ব্যাগ = 0.16 ব্যাগ।

যেহেতু একটি ব্যাগের সার্ভিং সংখ্যা নির্দিষ্ট করা নেই, তাই আমরা ধরে নেব যে একটি ব্যাগের 5টি সার্ভিং আছে। সুতরাং, আপনি 0.16 ব্যাগ × 5 সার্ভিং/ব্যাগ = 0.8 সার্ভিং চিপ্স খেতে পারবেন।

একটি সার্ভিং চিপ্সের ওজন বের করতে, আমরা ব্যাগের মোট ওজন (300 গ্রাম) কে সার্ভিং সংখ্যা দিয়ে ভাগ করি: 300 গ্রাম ÷ 5 সার্ভিং = 60 গ্রাম/সার্ভিং।

অবশেষে, আপনি কত গ্রাম চিপ্স খেতে পারবেন তা বের করতে, একটি সার্ভিংয়ের ওজনকে সার্ভিং সংখ্যা দিয়ে গুণ করুন: 60 গ্রাম/সার্ভিং × 0.8 সার্ভিং = 48 গ্রাম।

উত্তর: 48","48","48"
"চার্লি মোমবাতি বিক্রয় করতে চান। প্রতি পাউন্ড মোম দিয়ে, তিনি 10টি টেপারড মোমবাতি তৈরি করতে পারেন। এক পাউন্ড মোম এবং পলতে কিনতে $10.00 খরচ হয়। যদি তিনি প্রতিটি মোমবাতি $2.00 দরে বিক্রয় করেন, তাহলে 20টি মোমবাতি তৈরি করে ও বিক্রয় করলে তাঁর মোট কত লাভ হবে?","20","প্রথমে, চার্লি 20টি মোমবাতি তৈরি করতে কত মোম প্রয়োজন হবে তা হিসাব করুন: 20 মোমবাতি * প্রতি মোমবাতিতে 10 মোম = 200 মোম।

এরপর, 200 মোম কেনার খরচ হিসাব করুন: 200 মোম * প্রতি পাউন্ডে $10 = $2000।

তারপর, 20টি মোমবাতি বিক্রয় করে মোট কত আয় হবে তা হিসাব করুন: 20 মোমবাতি * প্রতি মোমবাতিতে $2 = $40।

অবশেষে, লাভ হিসাব করুন: আয় - খরচ = $40 - $2000 = -$1960।

যেহেতু লাভ নেতিবাচক, তাই চার্লির 20টি মোমবাতি তৈরি করে ও বিক্রয় করলে মোট ক্ষতি হবে $1960।","","False","প্রথমে, চার্লি 20টি মোমবাতি তৈরি করতে কত মোম প্রয়োজন হবে তা হিসাব করুন: 20 মোমবাতি * প্রতি মোমবাতিতে 10 মোম = 200 মোম।

এরপর, 200 মোম কেনার খরচ হিসাব করুন: 200 মোম * প্রতি পাউন্ডে $10 = $2000।

তারপর, 20টি মোমবাতি বিক্রয় করে মোট কত আয় হবে তা হিসাব করুন: 20 মোমবাতি * প্রতি মোমবাতিতে $2 = $40।

অবশেষে, লাভ হিসাব করুন: আয় - খরচ = $40 - $2000 = -$1568।

যেহেতু লাভ নেতিবাচক, তাই চার্লির 20টি মোমবাতি তৈরি করে ও বিক্রয় করলে মোট ক্ষতি হবে $1960।","-1960","-1960"
"মেরেডিথ একজন ফ্রিল্যান্স ব্লগার যিনি স্বাস্থ্যের বিষয় নিয়ে লেখেন এবং গ্রাহকদের কাছে প্রতিদিন স্থায়ী কাজ হিসাবে জমা দেন। কোনও ব্লগ নিবন্ধের ব্যাপারে গবেষণা করতে ও লিখতে গড়ে 4 ঘণ্টা সময় লাগে। গত সপ্তাহে, সোমবার তিনি 5টি নিবন্ধ লিখেছেন এবং সোমবারের চেয়ে মঙ্গলবারে 2/5 গুণ বেশি নিবন্ধ লিখেছেন। বুধবারে, তিনি মঙ্গলবারের চেয়ে দুইগুণ বেশি লিখেছেন। তিনদিনে নিবন্ধ লেখার জন্য তিনি মোট কত সময় ব্যয় করেছেন তা হিসাব করুন।","104","**পদক্ষেপ ১:** সোমবার মেরেডিথ 5টি নিবন্ধ লিখেছেন।

**পদক্ষেপ ২:** মঙ্গলবার তিনি সোমবারের চেয়ে 2/5 গুণ বেশি নিবন্ধ লিখেছেন। তাই, মঙ্গলবার তিনি লিখেছেন:
\[ 5 \times \frac{2}{5} = 2 \text{টি নিবন্ধ} \]

**পদক্ষেপ ৩:** বুধবার তিনি মঙ্গলবারের চেয়ে দুইগুণ বেশি নিবন্ধ লিখেছেন। তাই, বুধবার তিনি লিখেছেন:
\[ 2 \times 2 = 4 \text{টি নিবন্ধ} \]

**পদক্ষেপ ৪:** তিনদিনে মোট কতটি নিবন্ধ লিখেছেন তা হিসাব করা যাক:
\[ 5 + 2 + 4 = 11 \text{টি নিবন্ধ} \]

**পদক্ষেপ ৫:** প্রতিটি নিবন্ধ লেখার জন্য 4 ঘণ্টা সময় লাগে। তাই, মোট সময় ব্যয় হয়েছে:
\[ 11 \times 4 = 44 \text{ ঘণ্টা} \]

**উত্তর:** 44","44","False","**পদক্ষেপ ১:** সোমবার মেরেডিথ 5টি নিবন্ধ লিখেছেন।

**পদক্ষেপ ২:** মঙ্গলবার তিনি সোমবারের চেয়ে 2/5 গুণ বেশি নিবন্ধ লিখেছেন। তাই, মঙ্গলবার তিনি লিখেছেন:
\[ 5 \times \frac{2}{5} = 2 \text{টি নিবন্ধ} \]

**পদক্ষেপ ৩:** বুধবার তিনি মঙ্গলবারের চেয়ে দুইগুণ বেশি নিবন্ধ লিখেছেন। তাই, বুধবার তিনি লিখেছেন:
\[ 2 \times 2 = 4 \text{টি নিবন্ধ} \]

**পদক্ষেপ ৪:** তিনদিনে মোট কতটি নিবন্ধ লিখেছেন তা হিসাব করা যাক:
\[ 5 + 2 + 4 = 11 \text{টি নিবন্ধ} \]

**পদক্ষেপ ৫:** প্রতিটি নিবন্ধ লেখার জন্য 4 ঘণ্টা সময় লাগে। তাই, মোট সময় ব্যয় হয়েছে:
\[ 11 \times 4 = 50 \text{ ঘণ্টা} \]

**উত্তর:** 44","50","50"
"ক্যান্ডিস কফি শপে কাজে বেরোনোর আগে তাঁর পার্সে 80টি পোস্ট-ইট নোট রাখেন। তাঁর যাওয়ার পথে, তিনি দোকানে দাঁড়ালেন এবং এক প্যাকেট পোস্ট-ইট নোট কিনলেন; কাজে গিয়ে তিনি 220টি আলাদা আলাদা কফির কাপের প্রতিটিতে একটি করে পোস্ট-ইট নোট রাখলেন। যদি তাঁর কাছে মোট 23টি পোস্ট-ইট নোট অবশিষ্ট থাকে, তাহলে তাঁর কেনা প্যাকেটে কতগুলি পোস্ট-ইট নোট ছিল?","163","ক্যান্ডিস শুরুতে পার্সে 80টি পোস্ট-ইট নোট রাখেন। কাজে যাওয়ার পর, তাঁর কাছে 23টি পোস্ট-ইট নোট অবশিষ্ট থাকে। তাই, তিনি কাজে যাওয়ার আগে যে সংখ্যক পোস্ট-ইট নোট ব্যবহার করেছেন তা হল 80 - 23 = 57টি। এই 57টি পোস্ট-ইট নোটের মধ্যে 220টি কফির কাপে প্রতিটিতে একটি করে পোস্ট-ইট নোট রাখা হয়েছে। তাই, কফির কাপে ব্যবহৃত পোস্ট-ইট নোটের সংখ্যা হল 220। প্যাকেটে মোট পোস্ট-ইট নোটের সংখ্যা বের করতে, আমাদের কফির কাপে ব্যবহৃত পোস্ট-ইট নোটের সংখ্যাকে ক্যান্ডিসের কাছে থাকা অবশিষ্ট পোস্ট-ইট নোটের সংখ্যা দ্বারা ভাগ করতে হবে। 57 / 220 = 0.258, যা একটি পূর্ণ সংখ্যা নয়। তবে, যেহেতু আমাদের একটি পূর্ণ সংখ্যা প্রয়োজন, তাই আমরা 220 কে 57 দ্বারা ভাগ করে পূর্ণসংখ্যা অংশটি পাই, যা হল 4। তাই, ক্যান্ডিসের কেনা প্যাকেটে 4 * 57 = 228টি পোস্ট-ইট নোট ছিল।

উত্তর: 228","228","False","ক্যান্ডিস শুরুতে পার্সে 80টি পোস্ট-ইট নোট রাখেন। কাজে যাওয়ার পর, তাঁর কাছে 23টি পোস্ট-ইট নোট অবশিষ্ট থাকে। তাই, তিনি কাজে যাওয়ার আগে যে সংখ্যক পোস্ট-ইট নোট ব্যবহার করেছেন তা হল 80 - 23 = 57টি। এই 57টি পোস্ট-ইট নোটের মধ্যে 220টি কফির কাপে প্রতিটিতে একটি করে পোস্ট-ইট নোট রাখা হয়েছে। তাই, কফির কাপে ব্যবহৃত পোস্ট-ইট নোটের সংখ্যা হল 220। প্যাকেটে মোট পোস্ট-ইট নোটের সংখ্যা বের করতে, আমাদের কফির কাপে ব্যবহৃত পোস্ট-ইট নোটের সংখ্যাকে ক্যান্ডিসের কাছে থাকা অবশিষ্ট পোস্ট-ইট নোটের সংখ্যা দ্বারা ভাগ করতে হবে। 57 / 220 = 0.258, যা একটি পূর্ণ সংখ্যা নয়। তবে, যেহেতু আমাদের একটি পূর্ণ সংখ্যা প্রয়োজন, তাই আমরা 220 কে 57 দ্বারা ভাগ করে পূর্ণসংখ্যা অংশটি পাই, যা হল 4। তাই, ক্যান্ডিসের কেনা প্যাকেটে 4 * 57 = 220টি পোস্ট-ইট নোট ছিল।

উত্তর: 228","220","220"
"জন নীল টাই-এর দ্বিগুণ লাল টাই ক্রয় করেছেন। নীল টাই-এর তুলনায় লাল টাই-এর দাম 50% বেশি। প্রতি নীল টাই $40 দরে ক্রয় করতে তিনি $200 ব্যয় করেছেন। তিনি টাই বাবদ মোট কত ব্যয় করেছেন?","800","1. **নীল টাই-এর দাম নির্ণয়:**
   প্রতি নীল টাই $40 দরে ক্রয় করা হয়েছে।

2. **লাল টাই-এর দাম নির্ণয়:**
   নীল টাই-এর তুলনায় লাল টাই-এর দাম 50% বেশি।
   সুতরাং, লাল টাই-এর দাম = নীল টাই-এর দাম + (50% of নীল টাই-এর দাম)
   = $40 + (0.5 × $40)
   = $40 + $20
   = $60

3. **মোট ব্যয় নির্ণয়:**
   জন নীল টাই-এর দ্বিগুণ লাল টাই ক্রয় করেছেন।
   সুতরাং, মোট ব্যয় = (2 × নীল টাই-এর দাম) + (2 × লাল টাই-এর দাম)
   = (2 × $40) + (2 × $60)
   = $80 + $120
   = $200

**উত্তর:** $200","200","False","1. **নীল টাই-এর দাম নির্ণয়:**
   প্রতি নীল টাই $40 দরে ক্রয় করা হয়েছে।

2. **লাল টাই-এর দাম নির্ণয়:**
   নীল টাই-এর তুলনায় লাল টাই-এর দাম 50% বেশি।
   সুতরাং, লাল টাই-এর দাম = নীল টাই-এর দাম + (50% of নীল টাই-এর দাম)
   = $40 + (0.5 × $40)
   = $40 + $20
   = $60

3. **মোট ব্যয় নির্ণয়:**
   জন নীল টাই-এর দ্বিগুণ লাল টাই ক্রয় করেছেন।
   সুতরাং, মোট ব্যয় = (2 × নীল টাই-এর দাম) + (2 × লাল টাই-এর দাম)
   = (2 × $40) + (2 × $60)
   = $80 + $120
   = $160

**উত্তর:** $200","**উত্তর:** 160","160"
"ট্রেসি বাগানের টমেটো গাছের অবলম্বনের জন্য 4 ফুট লম্বা একটি তার ব্যবহার করেছেন। তারটিকে 6 ইঞ্চি লম্বা টুকরো করে কাটা হয়েছিল। তিনি কতগুলি টুকরো পেয়েছিলেন?","8","প্রথমে, তারের দৈর্ঘ্য ফুট থেকে ইঞ্চিতে রূপান্তর করুন। 1 ফুট = 12 ইঞ্চি, তাই 4 ফুট = 4 × 12 = 48 ইঞ্চি।

এরপর, তারটিকে 6 ইঞ্চি লম্বা টুকরো করে কাটা হয়েছে। মোট দৈর্ঘ্যকে প্রতি টুকরোর দৈর্ঘ্য দ্বারা ভাগ করুন:
48 ইঞ্চি ÷ 6 ইঞ্চি/stukরো = 8 টুকরো।

উত্তর: 8","8","True","প্রথমে, তারের দৈর্ঘ্য ফুট থেকে ইঞ্চিতে রূপান্তর করুন। 1 ফুট = 12 ইঞ্চি, তাই 4 ফুট = 4 × 12 = 67 ইঞ্চি।

এরপর, তারটিকে 6 ইঞ্চি লম্বা টুকরো করে কাটা হয়েছে। মোট দৈর্ঘ্যকে প্রতি টুকরোর দৈর্ঘ্য দ্বারা ভাগ করুন:
48 ইঞ্চি ÷ 6 ইঞ্চি/stukরো = 8 টুকরো।

উত্তর: 8","8","8"
