"question","answer","cot_answer","extracted_answer","is_correct"
"ব্র্যান্ডনের iPhone বেনের iPhone-এর থেকে চারগুণ পুরনো। আবার বেনের iPhone সুজির iPhone-এর তুলনায় দ্বিগুণ পুরনো। যদি সুজির iPhone 1 বছর পুরনো হয়, তাহলে ব্র্যান্ডনের iPhone কত বছরের পুরনো?","8","**সমস্যা:**
সুজির iPhone 1 বছর পুরনো। বেনের iPhone সুজির iPhone-এর তুলনায় দ্বিগুণ পুরনো। ব্র্যান্ডনের iPhone বেনের iPhone-এর থেকে চারগুণ পুরনো।

**পদক্ষেপ:**
1. **সুজির iPhone-এর বয়স:**
   - সুজির iPhone 1 বছর পুরনো।

2. **বেনের iPhone-এর বয়স:**
   - বেনের iPhone সুজির iPhone-এর দ্বিগুণ পুরনো।
   - বেনের iPhone = 2 × (সুজির iPhone-এর বয়স) = 2 × 1 = 2 বছর পুরনো।

3. **ব্র্যান্ডনের iPhone-এর বয়স:**
   - ব্র্যান্ডনের iPhone বেনের iPhone-এর চারগুণ পুরনো।
   - ব্র্যান্ডনের iPhone = 4 × (বেনের iPhone-এর বয়স) = 4 × 2 = 8 বছর পুরনো।

**উত্তর:**
8","8","True"
"মাউন্ট ফার্বোর শীর্ষে বসে বিশালাকার ড্রাগন পার্গ 1000 ফুট দূরত্বের মধ্যে থাকা যে কোনও কিছুর উপরে মুখ থেকে অগ্নিশিখা বর্ষণ করছে। ড্রাগনটিকে হত্যা করতে পারে এমন একমাত্র জ্ঞাত অস্ত্র হল স্বর্ণ জ্যাভলিন, যেটিকে পলি 400 ফুট দূরত্ব অবধি নিক্ষেপ করতে পারেন, কিন্তু সেই দূরত্ব ড্রাগনের অগ্নিশিখার নাগালের মধ্যেই রয়েছে। কিন্তু পলি যখন নীলকান্ত মণি ধরে রাখেন তখন তিনি মণিটি ধরে না থাকা অবস্থার তুলনায় তিনগুণ দূরত্ব অবধি জ্যাভলিনটিকে নিক্ষেপ করতে পারেন। যদি তিনি মণিটি ধরে রাখেন, তাহলে ড্রাগনের অগ্নিশিখার নাগালের বাইরে কত দূরত্ব অবধি দাঁড়িয়ে পলি স্বর্ণ জ্যাভলিন দিয়ে ড্রাগনকে আঘাত করতে পারবেন?","200","**সমস্যা:**
মাউন্ট ফার্বোর শীর্ষে বসে বিশালাকার ড্রাগন পার্গ 1000 ফুট দূরত্বের মধ্যে থাকা যে কোনও কিছুর উপরে মুখ থেকে অগ্নিশিখা বর্ষণ করছে। ড্রাগনটিকে হত্যা করতে পারে এমন একমাত্র জ্ঞাত অস্ত্র হল স্বর্ণ জ্যাভলিন, যেটিকে পলি 400 ফুট দূরত্ব অবধি নিক্ষেপ করতে পারেন, কিন্তু সেই দূরত্ব ড্রাগনের অগ্নিশিখার নাগালের মধ্যেই রয়েছে। যদি পলি নীলকান্ত মণি ধরে রাখেন, তাহলে তিনি মণিটি ধরে না থাকা অবস্থার তুলনায় তিনগুণ দূরত্ব অবধি জ্যাভলিনটিকে নিক্ষেপ করতে পারেন। যদি তিনি মণিটি ধরে রাখেন, তাহলে ড্রাগনের অগ্নিশিখার নাগালের বাইরে কত দূরত্ব অবধি দাঁড়িয়ে পলি স্বর্ণ জ্যাভলিন দিয়ে ড্রাগনকে আঘাত করতে পারবেন?

**সমাধান:**
1. **প্রাথমিক দূরত্ব:** পলি স্বর্ণ জ্যাভলিন নিক্ষেপ করতে পারেন 400 ফুট দূরত্ব অবধি।
2. **মণি ধরে রাখার প্রভাব:** যখন পলি নীলকান্ত মণি ধরে রাখেন, তখন তিনি মণিটি ধরে না থাকা অবস্থার তুলনায় তিনগুণ দূরত্ব অবধি জ্যাভলিনটিকে নিক্ষেপ করতে পারেন।
3. **মণি ধরে থাকলে নতুন দূরত্ব:** 400 ফুট × 3 = 1200 ফুট।
4. **ড্রাগনের অগ্নিশিখার নাগাল:** ড্রাগনের অগ্নিশিখার নাগাল 1000 ফুট।
5. **নতুন দূরত্বের তুলনা:** 1200 ফুট > 1000 ফুট।

**উত্তর:** 1200 ফুট।","1200","False"
"ঠাকুমা জোন্স দমকলকর্মীদের মধ্যাহ্নভোজনের জন্য 5টি আপেল পাই বেক করেছিলেন। তিনি প্রতিটি পাই-কে 8টি টুকরো করে কেটেছিলেন এবং অতিথিদের তাদের নিজেদের পরিবেশন করার জন্য পাঁচটি পাই বুফে টেবিলে রেখেছিলেন। সন্ধ্যার শেষে, অতিথিরা তাদের পাইয়ের টুকরো নেওয়া ও খাওয়া সমাপ্ত করার পরে, পাই-এর 14টি টুকরো অবশিষ্ট পড়েছিল। অতিথিরা কতগুলি টুকরো নিয়েছিলেন?","26","**ধাপ ১:** মোট পাই-এর সংখ্যা = 5টি
**ধাপ ২:** প্রতি পাই-এর টুকরো সংখ্যা = 8টি
**ধাপ ৩:** মোট টুকরো সংখ্যা = 5 × 8 = 40টি
**ধাপ ৪:** অবশিষ্ট টুকরো সংখ্যা = 14টি
**ধাপ ৫:** অতিথিরা নিয়ে গিয়েছে টুকরো সংখ্যা = 40 - 14 = 26টি

**উত্তর:** 26","26","True"
"পুষ্টিগত তথ্য অনুসারে, এক ব্যাগ চিপ্সের প্রতি সার্ভিং-এ 250 ক্যালোরি রয়েছে। 300 গ্রামের একটি ব্যাগে যদি 5টি সার্ভিং থাকে, এবং আপনার দৈনিক ক্যালোরির লক্ষ্যমাত্রা যদি 2000 হয়ে থাকে ও আপনি ইতিমধ্যেই 1800 ক্যালোরি গ্রহণ করে থাকেন তাহলে আপনি কত গ্রাম চিপ্স খেতে পারবেন?","48","**পদক্ষেপ ১: প্রতি সার্ভিংয়ের ক্যালোরি সংখ্যা নির্ধারণ করুন।**
প্রতি সার্ভিংয়ে 250 ক্যালোরি আছে।

**পদক্ষেপ ২: মোট সার্ভিং সংখ্যা গণনা করুন।**
300 গ্রামের ব্যাগে 5টি সার্ভিং আছে।

**পদক্ষেপ ৩: মোট ক্যালোরি গ্রহণ গণনা করুন।**
মোট ক্যালোরি গ্রহণ = (প্রতি সার্ভিংয়ে ক্যালোরি) × (সার্ভিং সংখ্যা)
= 250 ক্যালোরি/সার্ভিং × 5 সার্ভিং
= 1250 ক্যালোরি

**পদক্ষেপ ৪: দৈনিক ক্যালোরির লক্ষ্যমাত্রা এবং ইতিমধ্যে গ্রহণকৃত ক্যালোরি থেকে অবশিষ্ট ক্যালোরি গণনা করুন।**
দৈনিক ক্যালোরির লক্ষ্যমাত্রা = 2000 ক্যালোরি
ইতিমধ্যে গ্রহণকৃত ক্যালোরি = 1800 ক্যালোরি
অবশিষ্ট ক্যালোরি = (দৈনিক ক্যালোরির লক্ষ্যমাত্রা) - (ইতিমধ্যে গ্রহণকৃত ক্যালোরি)
= 2000 ক্যালোরি - 1800 ক্যালোরি
= 200 ক্যালোরি

**পদক্ষেপ ৫: অবশিষ্ট ক্যালোরি দিয়ে চিপ্সের সার্ভিং সংখ্যা গণনা করুন।**
প্রতি সার্ভিংয়ে 250 ক্যালোরি আছে।
অবশিষ্ট ক্যালোরি = 200 ক্যালোরি
সার্ভিং সংখ্যা = অবশিষ্ট ক্যালোরি / প্রতি সার্ভিংয়ে ক্যালোরি
= 200 ক্যালোরি / 250 ক্যালোরি/সার্ভিং
= 0.8 সার্ভিং

**পদক্ষেপ ৬: সার্ভিংকে গ্রামে রূপান্তর করুন।**
সার্ভিং সংখ্যা = (সার্ভিং সংখ্যা) × (প্রতি সার্ভিংয়ে গ্রাম)
= 0.8 সার্ভিং × 300 গ্রাম/সার্ভিং
= 240 গ্রাম

**উত্তর:** 240 গ্রাম","240","False"
"চার্লি মোমবাতি বিক্রয় করতে চান। প্রতি পাউন্ড মোম দিয়ে, তিনি 10টি টেপারড মোমবাতি তৈরি করতে পারেন। এক পাউন্ড মোম এবং পলতে কিনতে $10.00 খরচ হয়। যদি তিনি প্রতিটি মোমবাতি $2.00 দরে বিক্রয় করেন, তাহলে 20টি মোমবাতি তৈরি করে ও বিক্রয় করলে তাঁর মোট কত লাভ হবে?","20","**পদক্ষেপ ১: মোমবাতির সংখ্যা গণনা করুন।**
চার্লি প্রতি পাউন্ড মোম দিয়ে 10টি মোমবাতি তৈরি করতে পারেন। তিনি 20টি মোমবাতি তৈরি করতে চান। সুতরাং, তিনি 2 পাউন্ড মোম প্রয়োজন করবেন (20 ÷ 10 = 2)।

**পদক্ষেপ ২: মোম এবং পলতের খরচ গণনা করুন।**
এক পাউন্ড মোম এবং পলতে কিনতে $10.00 খরচ হয়। সুতরাং, 2 পাউন্ড মোম এবং পলতের খরচ হবে 2 × $10.00 = $20.00।

**পদক্ষেপ ৩: মোমবাতি বিক্রির আয় গণনা করুন।**
প্রতিটি মোমবাতি $2.00 দরে বিক্রিত হয়। 20টি মোমবাতি বিক্রির আয় হবে 20 × $2.00 = $40.00।

**পদক্ষেপ ৪: লাভ গণনা করুন।**
লাভ হল আয় থেকে খরচ বাদ দেওয়া। সুতরাং, লাভ হবে $40.00 - $20.00 = $20.00।

**উত্তর:** $20.00","20.00","False"
"মেরেডিথ একজন ফ্রিল্যান্স ব্লগার যিনি স্বাস্থ্যের বিষয় নিয়ে লেখেন এবং গ্রাহকদের কাছে প্রতিদিন স্থায়ী কাজ হিসাবে জমা দেন। কোনও ব্লগ নিবন্ধের ব্যাপারে গবেষণা করতে ও লিখতে গড়ে 4 ঘণ্টা সময় লাগে। গত সপ্তাহে, সোমবার তিনি 5টি নিবন্ধ লিখেছেন এবং সোমবারের চেয়ে মঙ্গলবারে 2/5 গুণ বেশি নিবন্ধ লিখেছেন। বুধবারে, তিনি মঙ্গলবারের চেয়ে দুইগুণ বেশি লিখেছেন। তিনদিনে নিবন্ধ লেখার জন্য তিনি মোট কত সময় ব্যয় করেছেন তা হিসাব করুন।","104","**ধাপ ১:** সোমবার মেরেডিথ 5টি নিবন্ধ লিখেছেন।
**ধাপ ২:** মঙ্গলবার তিনি সোমবারের চেয়ে 2/5 গুণ বেশি নিবন্ধ লিখেছেন।
  - মঙ্গলবারের নিবন্ধ সংখ্যা = 5 + (2/5) * 5 = 5 + 2 = 7টি।
**ধাপ ৩:** বুধবার তিনি মঙ্গলবারের চেয়ে দুইগুণ বেশি নিবন্ধ লিখেছেন।
  - বুধবারের নিবন্ধ সংখ্যা = 2 * 7 = 14টি।
**ধাপ ৪:** মোট নিবন্ধ সংখ্যা = 5 (সোমবার) + 7 (মঙ্গলবার) + 14 (বুধবার) = 26টি।
**ধাপ ৫:** প্রতিটি নিবন্ধের জন্য 4 ঘণ্টা সময় লাগে।
  - মোট সময় = 26টি * 4 ঘণ্টা = 104 ঘণ্টা।

**উত্তর:** 104","104","True"
"ক্যান্ডিস কফি শপে কাজে বেরোনোর আগে তাঁর পার্সে 80টি পোস্ট-ইট নোট রাখেন। তাঁর যাওয়ার পথে, তিনি দোকানে দাঁড়ালেন এবং এক প্যাকেট পোস্ট-ইট নোট কিনলেন; কাজে গিয়ে তিনি 220টি আলাদা আলাদা কফির কাপের প্রতিটিতে একটি করে পোস্ট-ইট নোট রাখলেন। যদি তাঁর কাছে মোট 23টি পোস্ট-ইট নোট অবশিষ্ট থাকে, তাহলে তাঁর কেনা প্যাকেটে কতগুলি পোস্ট-ইট নোট ছিল?","163","**ধাপ ১:** ক্যান্ডিসের কাছে শুরুতে ৮০টি পোস্ট-ইট নোট ছিল।

**ধাপ ২:** কাজে যাওয়ার আগে তিনি দোকানে গিয়ে আরও কিছু পোস্ট-ইট নোট কিনলেন। ধরা যাক, তিনি \( x \) সংখ্যক পোস্ট-ইট নোট কিনলেন।

**ধাপ ৩:** কাজে যাওয়ার পর, তিনি ২২০টি কফির কাপের প্রতিটিতে একটি করে পোস্ট-ইট নোট রাখলেন। সুতরাং, তিনি মোট \( 220 + x \) সংখ্যক পোস্ট-ইট নোট ব্যবহার করলেন।

**ধাপ ৪:** এখন, তাঁর কাছে ২৩টি পোস্ট-ইট নোট অবশিষ্ট আছে। সুতরাং, তাঁর কাছে থাকা মোট পোস্ট-ইট নোটের সংখ্যা হল:
\[
80 - (220 + x) + 23
\]

**ধাপ ৫:** এই সমীকরণটি সরলীকরণ করুন:
\[
80 - 220 - x + 23 = -x - 197
\]

**ধাপ ৬:** সমীকরণটি সমাধান করুন:
\[
-197 + x = 80 - (220 + x)
\]
\[
-197 + x = -140 - x
\]
\[
2x = -197 + 140
\]
\[
2x = -57
\]
\[
x = -28.5
\]

**ধাপ ৭:** যেহেতু \( x \) একটি পূর্ণসংখ্যা হতে হবে, তাই \( x \) এর মান 28 বা 29 হতে পারে। তবে, \( x = 28 \) হলে মোট পোস্ট-ইট নোটের সংখ্যা 224, যা 23টি নোটের চেয়ে বেশি। তাই, \( x = 29 \) হতে হবে।

**ধাপ ৮:** 29টি পোস্ট-ইট নোট কিনলে, মোট পোস্ট-ইট নোটের সংখ্যা হবে:
\[
80 - (220 + 29) + 23 = -221 + 23
\]
\[
-198
\]

এটি সম্ভব নয়। তাই, \( x = 28 \) হলে মোট পোস্ট-ইট নোটের সংখ্যা হবে 224, যা 23টি নোটের চেয়ে বেশি।

**ধাপ ৯:** সুতরাং, \( x = 28 \) হলে, মোট পোস্ট-ইট নোটের সংখ্যা হবে 224, যা 23টি নোটের চেয়ে বেশি।

**উত্ত","","False"
"জন নীল টাই-এর দ্বিগুণ লাল টাই ক্রয় করেছেন। নীল টাই-এর তুলনায় লাল টাই-এর দাম 50% বেশি। প্রতি নীল টাই $40 দরে ক্রয় করতে তিনি $200 ব্যয় করেছেন। তিনি টাই বাবদ মোট কত ব্যয় করেছেন?","800","**পদক্ষেপ ১:** প্রতি নীল টাই-এর দাম নির্ণয় করুন।
প্রতি নীল টাই-এর দাম = $40

**পদক্ষেপ ২:** প্রতি লাল টাই-এর দাম নির্ণয় করুন।
লাল টাই-এর দাম নীল টাই-এর দামের ১.৫ গুণ (50% বেশি)।
লাল টাই-এর দাম = 1.5 × $40 = $60

**পদক্ষেপ ৩:** নীল টাই-এর সংখ্যা নির্ণয় করুন।
নীল টাই-এর সংখ্যা = 2

**পদক্ষেপ ৪:** নীল টাই-এর মোট ব্যয় নির্ণয় করুন।
নীল টাই-এর মোট ব্যয় = 2 × $40 = $80

**পদক্ষেপ ৫:** লাল টাই-এর মোট ব্যয় নির্ণয় করুন।
লাল টাই-এর মোট ব্যয় = $200 - নীল টাই-এর মোট ব্যয় (লাল টাই-এর দাম নীল টাই-এর দামের 1.5 গুণ)
লাল টাই-এর মোট ব্যয় = $200 - (1.5 × $40 - 2 × $40)
লাল টাই-এর মোট ব্যয় = $200 - ($60 - $80)
লাল টাই-এর মোট ব্যয় = $200 - $20
লাল টাই-এর মোট ব্যয় = $180

**পদক্ষেপ ৬:** মোট ব্যয় নির্ণয় করুন।
মোট ব্যয় = নীল টাই-এর মোট ব্যয় + লাল টাই-এর মোট ব্যয়
মোট ব্যয় = $80 + $180 = $260

**উত্তর:** $260","260","False"
"ট্রেসি বাগানের টমেটো গাছের অবলম্বনের জন্য 4 ফুট লম্বা একটি তার ব্যবহার করেছেন। তারটিকে 6 ইঞ্চি লম্বা টুকরো করে কাটা হয়েছিল। তিনি কতগুলি টুকরো পেয়েছিলেন?","8","**পদক্ষেপ ১:** তারটির দৈর্ঘ্য ফুট থেকে ইঞ্চিতে রূপান্তর করুন।
- ১ ফুট = ১২ ইঞ্চি
- ৪ ফুট = ৪ × ১২ = ৪৮ ইঞ্চি

**পদক্ষেপ ২:** মোট ইঞ্চি থেকে প্রতি টুকরোর দৈর্ঘ্য (৬ ইঞ্চি) বিয়োগ করে টুকরোর সংখ্যা নির্ণয় করুন।
- মোট ইঞ্চি = ৪৮ ইঞ্চি
- প্রতি টুকরোর দৈর্ঘ্য = ৬ ইঞ্চি
- টুকরোর সংখ্যা = ৪৮ ÷ ৬ = ৮

**উত্তর:** ৮","৮","False"
"রিচার্ড 15 ফ্লোরের একটি অ্যাপার্টমেন্ট বিল্ডিং-এ থাকেন। প্রতিটি ফ্লোরে 8টি করে ইউনিট আছে, এবং বিল্ডিং-এর 3/4 অংশ অধিকৃত। বিল্ডিং-এ মোট অধিকৃত নয় এমন ইউনিটের সংখ্যা কত?","30","**পদক্ষেপ ১:** বিল্ডিং-এ মোট ইউনিটের সংখ্যা গণনা করুন।
প্রতিটি ফ্লোরে ৮টি করে ইউনিট আছে এবং মোট ১৫টি ফ্লোর আছে।
মোট ইউনিটের সংখ্যা = ১৫ ফ্লোর × ৮ ইউনিট/ফ্লোর = ১২০ ইউনিট।

**পদক্ষেপ ২:** অধিকৃত ইউনিটের সংখ্যা গণনা করুন।
বিল্ডিং-এর ৩/৪ অংশ অধিকৃত।
অধিকৃত ইউনিটের সংখ্যা = (৩/৪) × ১২০ ইউনিট = ৯০ ইউনিট।

**পদক্ষেপ ৩:** অধিকৃত নয় এমন ইউনিটের সংখ্যা গণনা করুন।
অধিকৃত নয় এমন ইউনিটের সংখ্যা = মোট ইউনিট - অধিকৃত ইউনিট
অধিকৃত নয় এমন ইউনিটের সংখ্যা = ১২০ ইউনিট - ৯০ ইউনিট = ৩০ ইউনিট।

**উত্তর:** ৩০","৩০","False"
"লয়েডের একটি এগ ফার্ম আছে। প্রতিদিন তাঁর মুরগিরা 252টি করে ডিম দেয় ও তিনি সেগুলি প্রতি ডজন $2 দরে বিক্রয় করেন। তিনি প্রতি সপ্তাহে ডিম থেকে কত উপার্জন করেন?","294","**পদক্ষেপ ১:** প্রতিদিন মুরগিরা 252টি ডিম দেয়। এক ডজনে ১২টি ডিম থাকে, তাই প্রতিদিন 252 ÷ 12 = 21 ডজন ডিম উৎপাদন হয়।

**পদক্ষেপ ২:** লয়েড প্রতি ডজন ডিম $2 দরে বিক্রয় করেন। তাই প্রতিদিন তিনি 21 × $2 = $42 উপার্জন করেন।

**পদক্ষেপ ৩:** এক সপ্তাহে 7 দিন থাকে। তাই এক সপ্তাহে তিনি 7 × $42 = $294 উপার্জন করেন।

**উত্তর:** $294","294","True"
"টমের জাহাজ প্রতি ঘণ্টায় 10 মাইল করে যাত্রা করতে পারে। তিনি দুপুর 1টা থেকে 4টে পর্যন্ত জলযাত্রা করেন। তারপর তিনি 6 মাইল বেগে ফিরে আসেন। তাঁর ফিরে আসতে কতক্ষণ লাগে?","5","**যুক্তিসম্পন্ন পদক্ষেপ:**

1. **দূরত্ব গণনা:**
   - টমের জাহাজ 10 মাইল/ঘণ্টা গতিতে 3 ঘণ্টা (দুপুর 1টা থেকে 4টে পর্যন্ত) যাত্রা করে।
   - দূরত্ব = 10 মাইল/ঘণ্টা × 3 ঘণ্টা = 30 মাইল।

2. **ফিরে আসার সময় গণনা:**
   - ফিরে আসার সময় 6 মাইল/ঘণ্টা গতিতে।
   - সময় = দূরত্ব / গতি = 30 মাইল / 6 মাইল/ঘণ্টা = 5 ঘণ্টা।

**উত্তর:** 5 ঘণ্টা।","5","True"
"ইউরায়ার বইয়ের ব্যাগ তার জন্য খুব ভারি হয়ে যাচ্ছে। এর থেকে 15 পাউন্ড তাকে সরাতে হবে। তার প্রতিটি কমিক বইয়ের ওজন 1/4 পাউন্ড ও তার প্রতিটি খেলনার ওজন 1/2 পাউন্ড। যদি সে 30টি কমিক বই বের করে দেয়, তাহলে তাকে আর কতগুলি খেলনা বের করে দিতে হবে?","15","**যুক্তিসম্পন্ন পদক্ষেপ:**

1. **প্রাথমিক তথ্য:**
   - ইউরার ব্যাগ থেকে ১৫ পাউন্ড ওজন সরাতে হবে।
   - প্রতিটি কমিক বইয়ের ওজন = \( \frac{1}{4} \) পাউন্ড।
   - প্রতিটি খেলনার ওজন = \( \frac{1}{2} \) পাউন্ড।

2. **কমিক বইয়ের ওজন গণনা:**
   - কমিক বইয়ের সংখ্যা = ৩০টি।
   - কমিক বইয়ের মোট ওজন = \( 30 \times \frac{1}{4} = 7.5 \) পাউন্ড।

3. **বাকি ওজন:**
   - বাকি ওজন = ১৫ - ৭.৫ = ৭.৫ পাউন্ড।

4. **খেলনার ওজন গণনা:**
   - প্রতিটি খেলনার ওজন = \( \frac{1}{2} \) পাউন্ড।
   - খেলনার মোট ওজন = \( \frac{7.5}{0.5} = 15 \) পাউন্ড।

5. **খেলনার সংখ্যা:**
   - প্রতিটি খেলনার ওজন = \( \frac{1}{2} \) পাউন্ড।
   - খেলনার সংখ্যা = \( \frac{7.5}{\frac{1}{2}} = 15 \)টি।

**চূড়ান্ত উত্তর:**
**উত্তর:** ০টি (কারণ খেলনার মোট ওজন ১৫ পাউন্ড, যা ৭.৫ পাউন্ডের সমান নয়।)","৭.৫","False"
"একজন মেকানিক ট্রাক ও গাড়ির টায়ার মেরামত করার জন্য ভিন্ন হারে অর্থ গ্রহণ করেন। মেরামত করা প্রতিটি ট্রাকের টায়ারের জন্য, মেকানিকটি $60 নেন এবং মেরামত করা প্রতিটি গাড়ির টায়ারের জন্য, মেকানিকটি $40 নেন। বৃহস্পতিবারে, মেকানিকটি 6টি ট্রাকের টায়ার ও 4টি গাড়ির টায়ার মেরামত করেছেন। শুক্রবারে, মেকানিকটি 12টি গাড়ির টায়ার মেরামত করেন ও কোনও ট্রাকের টায়ার মেরামত করেননি। যেদিন তার আয় বেশি হয়েছে সেইদিন ওই মেকানিক অন্যদিনের চেয়ে কত বেশি উপার্জন করেছেন?","40","**পদক্ষেপ ১: বৃহস্পতিবারে আয় গণনা করুন।**
- বৃহস্পতিবারে মেকানিক 6টি ট্রাকের টায়ার মেরামত করেছেন, প্রতি টায়ারের জন্য $60।
  \[
  6 \times 60 = 360 \text{ ডলার}
  \]
- বৃহস্পতিবারে মেকানিক 4টি গাড়ির টায়ার মেরামত করেছেন, প্রতি টায়ারের জন্য $40।
  \[
  4 \times 40 = 160 \text{ ডলার}
  \]
- বৃহস্পতিবারে মোট আয়:
  \[
  360 + 160 = 520 \text{ ডলার}
  \]

**পদক্ষেপ ২: শুক্রবারে আয় গণনা করুন।**
- শুক্রবারে মেকানিক 12টি গাড়ির টায়ার মেরামত করেছেন, প্রতি টায়ারের জন্য $40।
  \[
  12 \times 40 = 480 \text{ ডলার}
  \]
- শুক্রবারে কোনও ট্রাকের টায়ার মেরামত করা হয়নি, তাই আয়:
  \[
  0 \text{ ডলার}
  \]
- শুক্রবারে মোট আয়:
  \[
  480 \text{ ডলার}
  \]

**পদক্ষেপ ৩: আয়ের পার্থক্য গণনা করুন।**
- যেদিন তার আয় বেশি হয়েছে সেইদিন (বৃহস্পতিবারে) ও অন্যদিন (শুক্রবারে) এর মধ্যে আয়ের পার্থক্য:
  \[
  520 - 480 = 40 \text{ ডলার}
  \]

**উত্তর:**
40","40","True"
"ডাউটফায়ার বোনেরা স্থানীয় পশু আশ্রয় থেকে 7টি বিড়ালছানা দত্তক নিয়ে যখন বাড়ি ফিরছিলেন তখন তাদের মা ফোন করে তাদেরকে জানান যে তাদের বাড়ির দুটি বিড়ালের সবেমাত্র বিড়ালছানা হয়েছে। তিনি বলেন যে দত্তক নেওয়া বিড়ালছানাগুলির থেকে, প্রথম বিড়াল প্যাচির বিড়ালছানার সংখ্যা তিনগুণ, যেখানে অন্য আরেকটি বিড়াল ট্রিক্সির বিড়ালছানার সংখ্যা 12টি। বর্তমানে ডাউটফায়ার পরিবারে কতগুলি বিড়ালছানা রয়েছে?","40","**পদক্ষেপ ১:**
ডাউটফায়ার বোনেরা প্রথমে ৭টি বিড়ালছানা দত্তক নিয়েছিল। মা ফোন করে জানান যে তাদের বাড়ির দুটি বিড়ালের সবেমাত্র বিড়ালছানা হয়েছে।

**পদক্ষেপ ২:**
প্রথম বিড়াল (প্যাচি) এর বিড়ালছানার সংখ্যা:
\[
\text{প্যাচির বিড়ালছানা} = 3 \times 7 = 21
\]

**পদক্ষেপ ৩:**
দ্বিতীয় বিড়াল (ট্রিক্সি) এর বিড়ালছানার সংখ্যা:
\[
\text{ট্রিক্সির বিড়ালছানা} = 12
\]

**পদক্ষেপ ৪:**
ডাউটফায়ার পরিবারে বর্তমানে মোট বিড়ালছানার সংখ্যা:
\[
\text{মোট বিড়ালছানা} = 7 + 21 + 12 = 40
\]

**উত্তর:** ৪০","৪০","False"
"জিনের কাছে 30টি ললিপপ আছে। জিন 2টি ললিপপ খেয়েছে। অবশিষ্ট ললিপপগুলি দিয়ে, জিন একটি ব্যাগের মধ্যে 2টি করে ললিপপ ভরতে চায়। তাহলে জিন কতগুলি ব্যাগ ভর্তি করতে পারবে?","14","**পদক্ষেপ ১:** জিনের কাছে প্রাথমিকভাবে 30টি ললিপপ আছে।
**পদক্ষেপ ২:** জিন 2টি ললিপপ খেয়েছে, তাই অবশিষ্ট ললিপপের সংখ্যা হল:
30 - 2 = 28টি ললিপপ।
**পদক্ষেপ ৩:** প্রতিটি ব্যাগে 2টি করে ললিপপ ভরা যায়।
**পদক্ষেপ ৪:** অবশিষ্ট 28টি ললিপপ দিয়ে জিন কতগুলি ব্যাগ ভর্তি করতে পারবে, তা হল:
28 ÷ 2 = 14টি ব্যাগ।
**উত্তর:** 14","14","True"
"পিটার এই সপ্তাহে সিনেমা দেখতে যাওয়ার পরিকল্পনা করেছেন। তিনি সর্বদা $7-এর টিকিট কাটেন ও $7-এর পপকর্ন কেনেন। যদি এই সপ্তাহে তাঁর কাছে $42 থাকে, তাহলে তিনি কতবার সিনেমা দেখতে যেতে পারবেন?","3","**পদক্ষেপ ১:** পিটারের প্রতিটি সিনেমা দেখার খরচ গণনা করুন।
- টিকিট: $7
- পপকর্ন: $7
- মোট খরচ: $7 + $7 = $14

**পদক্ষেপ ২:** পিটারের কাছে কত টাকা আছে এবং কত খরচ করতে হবে তা গণনা করুন।
- পিটারের কাছে আছে: $42
- প্রতি সিনেমা দেখার খরচ: $14
- মোট খরচের জন্য প্রয়োজনীয় টাকা: $42 - (2 × $7) = $42 - $14 = $28

**পদক্ষেপ ৩:** পিটার কতবার সিনেমা দেখতে যেতে পারবেন তা গণনা করুন।
- প্রতি সিনেমা দেখার খরচ: $14
- মোট খরচের জন্য প্রয়োজনীয় টাকা: $28
- পিটার কতবার সিনেমা দেখতে যেতে পারেন: $28 / $14 = 2

**উত্তর:** 2","2","False"
