sample_id,subject,subject_category,answer,cultural_sensitivity_label,is_annotated,pred_Mistral-7B,pred_Qwen2.5-7B,pred_OpenChat-3.5,correct_Mistral-7B,correct_Qwen2.5-7B,correct_OpenChat-3.5,panel_accuracy,difficulty
abstract_algebra/test/36,abstract_algebra,STEM,D,CA,True,A,A,A,0,0,0,0.0,hard
abstract_algebra/test/37,abstract_algebra,STEM,B,CA,True,D,D,B,0,0,1,0.3333333333333333,hard
abstract_algebra/test/38,abstract_algebra,STEM,C,-,False,A,B,C,0,0,1,0.3333333333333333,hard
abstract_algebra/test/39,abstract_algebra,STEM,D,CA,True,C,B,C,0,0,0,0.0,hard
abstract_algebra/test/4,abstract_algebra,STEM,B,-,False,A,B,C,0,1,0,0.3333333333333333,hard
abstract_algebra/test/40,abstract_algebra,STEM,C,CA,True,A,C,B,0,1,0,0.3333333333333333,hard
abstract_algebra/test/41,abstract_algebra,STEM,A,CA,True,A,B,B,1,0,0,0.3333333333333333,hard
abstract_algebra/test/42,abstract_algebra,STEM,B,CA,True,C,C,A,0,0,0,0.0,hard
abstract_algebra/test/43,abstract_algebra,STEM,C,-,False,C,C,D,1,1,0,0.6666666666666666,hard
abstract_algebra/test/44,abstract_algebra,STEM,C,CA,True,A,C,D,0,1,0,0.3333333333333333,hard
abstract_algebra/test/45,abstract_algebra,STEM,C,CA,True,C,C,A,1,1,0,0.6666666666666666,hard
abstract_algebra/test/46,abstract_algebra,STEM,B,CA,True,A,C,C,0,0,0,0.0,hard
abstract_algebra/test/47,abstract_algebra,STEM,B,CA,True,A,B,A,0,1,0,0.3333333333333333,hard
abstract_algebra/test/48,abstract_algebra,STEM,C,-,False,A,A,A,0,0,0,0.0,hard
abstract_algebra/test/49,abstract_algebra,STEM,B,CA,True,C,D,D,0,0,0,0.0,hard
abstract_algebra/test/5,abstract_algebra,STEM,A,-,False,C,C,D,0,0,0,0.0,hard
abstract_algebra/test/50,abstract_algebra,STEM,D,-,False,C,C,D,0,0,1,0.3333333333333333,hard
abstract_algebra/test/51,abstract_algebra,STEM,B,-,False,A,B,A,0,1,0,0.3333333333333333,hard
abstract_algebra/test/52,abstract_algebra,STEM,A,-,False,A,D,D,1,0,0,0.3333333333333333,hard
abstract_algebra/test/53,abstract_algebra,STEM,C,CA,True,A,A,A,0,0,0,0.0,hard
abstract_algebra/test/54,abstract_algebra,STEM,B,CA,True,A,B,B,0,1,1,0.6666666666666666,hard
abstract_algebra/test/55,abstract_algebra,STEM,A,CA,True,C,C,A,0,0,1,0.3333333333333333,hard
abstract_algebra/test/56,abstract_algebra,STEM,D,CA,True,C,C,D,0,0,1,0.3333333333333333,hard
abstract_algebra/test/57,abstract_algebra,STEM,B,-,False,A,B,C,0,1,0,0.3333333333333333,hard
abstract_algebra/test/58,abstract_algebra,STEM,A,-,False,C,C,A,0,0,1,0.3333333333333333,hard
abstract_algebra/test/59,abstract_algebra,STEM,A,CA,True,A,C,A,1,0,1,0.6666666666666666,hard
abstract_algebra/test/6,abstract_algebra,STEM,A,-,False,C,D,A,0,0,1,0.3333333333333333,hard
abstract_algebra/test/60,abstract_algebra,STEM,D,CA,True,A,D,A,0,1,0,0.3333333333333333,hard
abstract_algebra/test/61,abstract_algebra,STEM,D,-,False,A,D,D,0,1,1,0.6666666666666666,hard
abstract_algebra/test/62,abstract_algebra,STEM,C,-,False,C,A,A,1,0,0,0.3333333333333333,hard
abstract_algebra/test/63,abstract_algebra,STEM,B,CA,True,A,B,A,0,1,0,0.3333333333333333,hard
abstract_algebra/test/64,abstract_algebra,STEM,B,-,False,A,B,A,0,1,0,0.3333333333333333,hard
abstract_algebra/test/65,abstract_algebra,STEM,C,-,False,A,A,A,0,0,0,0.0,hard
abstract_algebra/test/66,abstract_algebra,STEM,D,-,False,C,A,D,0,0,1,0.3333333333333333,hard
abstract_algebra/test/67,abstract_algebra,STEM,C,CA,True,D,A,A,0,0,0,0.0,hard
abstract_algebra/test/68,abstract_algebra,STEM,A,CA,True,A,A,D,1,1,0,0.6666666666666666,hard
abstract_algebra/test/69,abstract_algebra,STEM,A,-,False,A,C,A,1,0,1,0.6666666666666666,hard
abstract_algebra/test/7,abstract_algebra,STEM,D,-,False,C,C,A,0,0,0,0.0,hard
abstract_algebra/test/70,abstract_algebra,STEM,D,-,False,C,B,A,0,0,0,0.0,hard
abstract_algebra/test/71,abstract_algebra,STEM,C,CA,True,C,C,D,1,1,0,0.6666666666666666,hard
abstract_algebra/test/72,abstract_algebra,STEM,D,-,False,A,A,A,0,0,0,0.0,hard
abstract_algebra/test/73,abstract_algebra,STEM,B,-,False,A,B,B,0,1,1,0.6666666666666666,hard
abstract_algebra/test/74,abstract_algebra,STEM,D,-,False,C,C,C,0,0,0,0.0,hard
abstract_algebra/test/75,abstract_algebra,STEM,B,CA,True,A,C,D,0,0,0,0.0,hard
abstract_algebra/test/76,abstract_algebra,STEM,C,-,False,C,A,D,1,0,0,0.3333333333333333,hard
abstract_algebra/test/77,abstract_algebra,STEM,A,-,False,A,A,A,1,1,1,1.0,easy
abstract_algebra/test/78,abstract_algebra,STEM,D,CA,True,A,D,A,0,1,0,0.3333333333333333,hard
abstract_algebra/test/79,abstract_algebra,STEM,C,CA,True,A,C,A,0,1,0,0.3333333333333333,hard
abstract_algebra/test/8,abstract_algebra,STEM,B,-,False,C,B,D,0,1,0,0.3333333333333333,hard
abstract_algebra/test/80,abstract_algebra,STEM,B,-,False,C,B,A,0,1,0,0.3333333333333333,hard
abstract_algebra/test/81,abstract_algebra,STEM,D,CA,True,A,A,A,0,0,0,0.0,hard
abstract_algebra/test/82,abstract_algebra,STEM,A,CA,True,A,A,A,1,1,1,1.0,easy
abstract_algebra/test/83,abstract_algebra,STEM,C,CA,True,A,C,D,0,1,0,0.3333333333333333,hard
abstract_algebra/test/84,abstract_algebra,STEM,D,CA,True,D,C,D,1,0,1,0.6666666666666666,hard
abstract_algebra/test/85,abstract_algebra,STEM,C,-,False,C,C,D,1,1,0,0.6666666666666666,hard
abstract_algebra/test/86,abstract_algebra,STEM,A,CA,True,C,A,A,0,1,1,0.6666666666666666,hard
abstract_algebra/test/87,abstract_algebra,STEM,A,-,False,D,A,A,0,1,1,0.6666666666666666,hard
abstract_algebra/test/88,abstract_algebra,STEM,A,CA,True,A,A,A,1,1,1,1.0,easy
abstract_algebra/test/89,abstract_algebra,STEM,C,CA,True,A,C,A,0,1,0,0.3333333333333333,hard
abstract_algebra/test/9,abstract_algebra,STEM,C,-,False,C,B,C,1,0,1,0.6666666666666666,hard
abstract_algebra/test/90,abstract_algebra,STEM,D,-,False,A,A,A,0,0,0,0.0,hard
abstract_algebra/test/91,abstract_algebra,STEM,B,CA,True,A,B,A,0,1,0,0.3333333333333333,hard
abstract_algebra/test/92,abstract_algebra,STEM,B,CA,True,C,B,A,0,1,0,0.3333333333333333,hard
abstract_algebra/test/93,abstract_algebra,STEM,A,CA,True,D,C,D,0,0,0,0.0,hard
abstract_algebra/test/94,abstract_algebra,STEM,D,CA,True,A,A,A,0,0,0,0.0,hard
abstract_algebra/test/95,abstract_algebra,STEM,C,-,False,A,D,D,0,0,0,0.0,hard
abstract_algebra/test/96,abstract_algebra,STEM,B,-,False,A,B,C,0,1,0,0.3333333333333333,hard
abstract_algebra/test/97,abstract_algebra,STEM,C,CA,True,D,B,D,0,0,0,0.0,hard
abstract_algebra/test/98,abstract_algebra,STEM,C,CA,True,D,A,D,0,0,0,0.0,hard
abstract_algebra/test/99,abstract_algebra,STEM,C,CA,True,C,C,A,1,1,0,0.6666666666666666,hard
anatomy/test/0,anatomy,STEM,A,-,False,A,A,A,1,1,1,1.0,easy
anatomy/test/1,anatomy,STEM,B,CA,True,A,B,A,0,1,0,0.3333333333333333,hard
anatomy/test/10,anatomy,STEM,D,-,False,B,C,D,0,0,1,0.3333333333333333,hard
anatomy/test/100,anatomy,STEM,D,CA,True,B,D,D,0,1,1,0.6666666666666666,hard
anatomy/test/101,anatomy,STEM,D,-,False,A,D,D,0,1,1,0.6666666666666666,hard
anatomy/test/102,anatomy,STEM,C,-,False,B,C,D,0,1,0,0.3333333333333333,hard
anatomy/test/103,anatomy,STEM,B,CA,True,A,D,D,0,0,0,0.0,hard
anatomy/test/104,anatomy,STEM,A,-,False,A,A,A,1,1,1,1.0,easy
anatomy/test/105,anatomy,STEM,C,-,False,C,C,C,1,1,1,1.0,easy
anatomy/test/106,anatomy,STEM,C,-,False,C,C,D,1,1,0,0.6666666666666666,hard
anatomy/test/107,anatomy,STEM,D,CA,True,C,B,B,0,0,0,0.0,hard
anatomy/test/108,anatomy,STEM,D,-,False,D,D,D,1,1,1,1.0,easy
anatomy/test/109,anatomy,STEM,A,-,False,A,A,A,1,1,1,1.0,easy
anatomy/test/11,anatomy,STEM,D,-,False,A,D,B,0,1,0,0.3333333333333333,hard
anatomy/test/110,anatomy,STEM,C,CA,True,C,D,C,1,0,1,0.6666666666666666,hard
anatomy/test/111,anatomy,STEM,C,CA,True,A,D,D,0,0,0,0.0,hard
anatomy/test/112,anatomy,STEM,D,-,False,D,D,D,1,1,1,1.0,easy
anatomy/test/113,anatomy,STEM,A,-,False,A,A,A,1,1,1,1.0,easy
anatomy/test/114,anatomy,STEM,A,-,False,A,A,A,1,1,1,1.0,easy
anatomy/test/115,anatomy,STEM,B,-,False,B,B,B,1,1,1,1.0,easy
anatomy/test/116,anatomy,STEM,D,-,False,A,D,D,0,1,1,0.6666666666666666,hard
anatomy/test/117,anatomy,STEM,B,CA,True,B,B,B,1,1,1,1.0,easy
anatomy/test/118,anatomy,STEM,B,CA,True,D,B,B,0,1,1,0.6666666666666666,hard
anatomy/test/119,anatomy,STEM,D,CA,True,D,C,D,1,0,1,0.6666666666666666,hard
anatomy/test/12,anatomy,STEM,D,CA,True,A,B,A,0,0,0,0.0,hard
anatomy/test/120,anatomy,STEM,C,-,False,C,C,C,1,1,1,1.0,easy
anatomy/test/121,anatomy,STEM,B,CA,True,B,A,B,1,0,1,0.6666666666666666,hard
anatomy/test/122,anatomy,STEM,C,-,False,C,C,C,1,1,1,1.0,easy
anatomy/test/123,anatomy,STEM,B,CA,True,B,B,B,1,1,1,1.0,easy
anatomy/test/124,anatomy,STEM,D,-,False,A,D,D,0,1,1,0.6666666666666666,hard
anatomy/test/125,anatomy,STEM,B,-,False,C,B,D,0,1,0,0.3333333333333333,hard
anatomy/test/126,anatomy,STEM,C,CA,True,C,C,C,1,1,1,1.0,easy
anatomy/test/127,anatomy,STEM,C,CA,True,C,C,C,1,1,1,1.0,easy
anatomy/test/128,anatomy,STEM,A,-,False,A,A,A,1,1,1,1.0,easy
anatomy/test/129,anatomy,STEM,A,-,False,C,D,B,0,0,0,0.0,hard
anatomy/test/13,anatomy,STEM,B,-,False,C,B,D,0,1,0,0.3333333333333333,hard
anatomy/test/130,anatomy,STEM,A,-,False,A,A,A,1,1,1,1.0,easy
anatomy/test/131,anatomy,STEM,D,-,False,D,D,D,1,1,1,1.0,easy
anatomy/test/132,anatomy,STEM,A,-,False,A,A,B,1,1,0,0.6666666666666666,hard
anatomy/test/133,anatomy,STEM,C,CA,True,C,C,C,1,1,1,1.0,easy
anatomy/test/134,anatomy,STEM,D,-,False,A,D,D,0,1,1,0.6666666666666666,hard
anatomy/test/14,anatomy,STEM,A,-,False,A,B,B,1,0,0,0.3333333333333333,hard
anatomy/test/15,anatomy,STEM,C,-,False,D,C,C,0,1,1,0.6666666666666666,hard
anatomy/test/16,anatomy,STEM,B,-,False,D,B,D,0,1,0,0.3333333333333333,hard
anatomy/test/17,anatomy,STEM,D,CA,True,D,D,D,1,1,1,1.0,easy
anatomy/test/18,anatomy,STEM,D,-,False,D,D,D,1,1,1,1.0,easy
anatomy/test/19,anatomy,STEM,C,CA,True,C,C,C,1,1,1,1.0,easy
anatomy/test/2,anatomy,STEM,A,CA,True,A,A,A,1,1,1,1.0,easy
anatomy/test/20,anatomy,STEM,C,CA,True,C,C,C,1,1,1,1.0,easy
anatomy/test/21,anatomy,STEM,C,-,False,C,A,C,1,0,1,0.6666666666666666,hard
anatomy/test/22,anatomy,STEM,B,-,False,A,C,A,0,0,0,0.0,hard
anatomy/test/23,anatomy,STEM,B,-,False,A,C,A,0,0,0,0.0,hard
anatomy/test/24,anatomy,STEM,B,-,False,B,C,C,1,0,0,0.3333333333333333,hard
anatomy/test/25,anatomy,STEM,C,-,False,A,A,A,0,0,0,0.0,hard
anatomy/test/26,anatomy,STEM,C,-,False,C,C,C,1,1,1,1.0,easy
anatomy/test/27,anatomy,STEM,A,CA,True,A,A,A,1,1,1,1.0,easy
anatomy/test/28,anatomy,STEM,C,-,False,C,C,C,1,1,1,1.0,easy
anatomy/test/29,anatomy,STEM,B,CA,True,C,D,A,0,0,0,0.0,hard
anatomy/test/3,anatomy,STEM,C,-,False,B,D,D,0,0,0,0.0,hard
anatomy/test/30,anatomy,STEM,C,CA,True,C,C,C,1,1,1,1.0,easy
anatomy/test/31,anatomy,STEM,A,-,False,B,B,B,0,0,0,0.0,hard
anatomy/test/32,anatomy,STEM,B,CA,True,B,B,B,1,1,1,1.0,easy
anatomy/test/33,anatomy,STEM,B,-,False,D,D,D,0,0,0,0.0,hard
anatomy/test/34,anatomy,STEM,C,CA,True,A,C,A,0,1,0,0.3333333333333333,hard
anatomy/test/35,anatomy,STEM,C,CA,True,B,B,D,0,0,0,0.0,hard
anatomy/test/36,anatomy,STEM,D,CA,True,D,D,D,1,1,1,1.0,easy
anatomy/test/37,anatomy,STEM,C,-,False,C,C,D,1,1,0,0.6666666666666666,hard
anatomy/test/38,anatomy,STEM,D,-,False,D,D,A,1,1,0,0.6666666666666666,hard
anatomy/test/39,anatomy,STEM,C,CA,True,C,C,C,1,1,1,1.0,easy
anatomy/test/4,anatomy,STEM,B,CA,True,B,B,B,1,1,1,1.0,easy
anatomy/test/40,anatomy,STEM,C,CA,True,C,C,C,1,1,1,1.0,easy
anatomy/test/41,anatomy,STEM,C,-,False,A,A,A,0,0,0,0.0,hard
anatomy/test/42,anatomy,STEM,B,CA,True,D,B,B,0,1,1,0.6666666666666666,hard
anatomy/test/43,anatomy,STEM,C,-,False,B,C,D,0,1,0,0.3333333333333333,hard
anatomy/test/44,anatomy,STEM,A,-,False,A,A,A,1,1,1,1.0,easy
anatomy/test/45,anatomy,STEM,C,CA,True,C,C,C,1,1,1,1.0,easy
anatomy/test/46,anatomy,STEM,B,-,False,B,B,B,1,1,1,1.0,easy
anatomy/test/47,anatomy,STEM,C,CA,True,C,C,C,1,1,1,1.0,easy
anatomy/test/48,anatomy,STEM,A,CA,True,A,A,A,1,1,1,1.0,easy
anatomy/test/49,anatomy,STEM,C,-,False,C,C,A,1,1,0,0.6666666666666666,hard
anatomy/test/5,anatomy,STEM,B,CA,True,A,D,A,0,0,0,0.0,hard
anatomy/test/50,anatomy,STEM,D,-,False,C,D,D,0,1,1,0.6666666666666666,hard
anatomy/test/51,anatomy,STEM,D,CA,True,D,D,D,1,1,1,1.0,easy
anatomy/test/52,anatomy,STEM,B,CA,True,B,B,B,1,1,1,1.0,easy
anatomy/test/53,anatomy,STEM,B,-,False,A,B,B,0,1,1,0.6666666666666666,hard
anatomy/test/54,anatomy,STEM,B,-,False,A,B,B,0,1,1,0.6666666666666666,hard
anatomy/test/55,anatomy,STEM,D,-,False,B,B,B,0,0,0,0.0,hard
anatomy/test/56,anatomy,STEM,A,-,False,A,A,A,1,1,1,1.0,easy
anatomy/test/57,anatomy,STEM,C,-,False,C,C,C,1,1,1,1.0,easy
anatomy/test/58,anatomy,STEM,D,-,False,D,D,D,1,1,1,1.0,easy
anatomy/test/59,anatomy,STEM,D,CA,True,B,A,D,0,0,1,0.3333333333333333,hard
anatomy/test/6,anatomy,STEM,A,-,False,A,A,A,1,1,1,1.0,easy
anatomy/test/60,anatomy,STEM,D,-,False,D,D,D,1,1,1,1.0,easy
anatomy/test/61,anatomy,STEM,C,-,False,D,C,D,0,1,0,0.3333333333333333,hard
anatomy/test/62,anatomy,STEM,B,-,False,A,B,A,0,1,0,0.3333333333333333,hard
anatomy/test/63,anatomy,STEM,C,CA,True,C,C,C,1,1,1,1.0,easy
anatomy/test/64,anatomy,STEM,C,CA,True,A,C,A,0,1,0,0.3333333333333333,hard
anatomy/test/65,anatomy,STEM,B,CA,True,C,A,D,0,0,0,0.0,hard
anatomy/test/66,anatomy,STEM,D,-,False,D,D,D,1,1,1,1.0,easy
anatomy/test/67,anatomy,STEM,C,-,False,C,C,A,1,1,0,0.6666666666666666,hard
anatomy/test/68,anatomy,STEM,D,CA,True,A,B,C,0,0,0,0.0,hard
anatomy/test/69,anatomy,STEM,B,-,False,B,D,B,1,0,1,0.6666666666666666,hard
anatomy/test/7,anatomy,STEM,B,-,False,B,D,B,1,0,1,0.6666666666666666,hard
anatomy/test/70,anatomy,STEM,B,-,False,A,B,B,0,1,1,0.6666666666666666,hard
anatomy/test/71,anatomy,STEM,A,-,False,A,A,A,1,1,1,1.0,easy
anatomy/test/72,anatomy,STEM,D,-,False,C,D,B,0,1,0,0.3333333333333333,hard
anatomy/test/73,anatomy,STEM,A,-,False,A,B,D,1,0,0,0.3333333333333333,hard
anatomy/test/74,anatomy,STEM,D,-,False,D,A,D,1,0,1,0.6666666666666666,hard
anatomy/test/75,anatomy,STEM,C,-,False,C,C,C,1,1,1,1.0,easy
anatomy/test/76,anatomy,STEM,A,-,False,A,A,A,1,1,1,1.0,easy
anatomy/test/77,anatomy,STEM,A,-,False,A,A,A,1,1,1,1.0,easy
anatomy/test/78,anatomy,STEM,C,-,False,C,C,C,1,1,1,1.0,easy
anatomy/test/79,anatomy,STEM,D,-,False,D,D,D,1,1,1,1.0,easy
anatomy/test/8,anatomy,STEM,C,-,False,C,B,B,1,0,0,0.3333333333333333,hard
anatomy/test/80,anatomy,STEM,B,CA,True,B,B,B,1,1,1,1.0,easy
anatomy/test/81,anatomy,STEM,B,CA,True,C,C,C,0,0,0,0.0,hard
anatomy/test/82,anatomy,STEM,C,-,False,C,C,C,1,1,1,1.0,easy
anatomy/test/83,anatomy,STEM,B,-,False,C,B,B,0,1,1,0.6666666666666666,hard
anatomy/test/84,anatomy,STEM,B,CA,True,C,B,C,0,1,0,0.3333333333333333,hard
anatomy/test/85,anatomy,STEM,C,-,False,A,D,C,0,0,1,0.3333333333333333,hard
anatomy/test/86,anatomy,STEM,C,-,False,C,D,B,1,0,0,0.3333333333333333,hard
anatomy/test/87,anatomy,STEM,C,-,False,A,D,B,0,0,0,0.0,hard
anatomy/test/88,anatomy,STEM,C,-,False,A,C,C,0,1,1,0.6666666666666666,hard
anatomy/test/89,anatomy,STEM,A,CA,True,A,A,A,1,1,1,1.0,easy
anatomy/test/9,anatomy,STEM,D,CA,True,C,D,D,0,1,1,0.6666666666666666,hard
anatomy/test/90,anatomy,STEM,D,CA,True,D,D,D,1,1,1,1.0,easy
anatomy/test/91,anatomy,STEM,B,CA,True,A,D,D,0,0,0,0.0,hard
anatomy/test/92,anatomy,STEM,B,CA,True,D,B,D,0,1,0,0.3333333333333333,hard
anatomy/test/93,anatomy,STEM,D,-,False,A,D,D,0,1,1,0.6666666666666666,hard
anatomy/test/94,anatomy,STEM,A,-,False,B,B,B,0,0,0,0.0,hard
anatomy/test/95,anatomy,STEM,C,-,False,A,B,A,0,0,0,0.0,hard
anatomy/test/96,anatomy,STEM,A,CA,True,A,C,C,1,0,0,0.3333333333333333,hard
anatomy/test/97,anatomy,STEM,C,-,False,A,A,A,0,0,0,0.0,hard
anatomy/test/98,anatomy,STEM,A,-,False,A,C,A,1,0,1,0.6666666666666666,hard
anatomy/test/99,anatomy,STEM,C,-,False,B,C,C,0,1,1,0.6666666666666666,hard
astronomy/test/0,astronomy,STEM,A,-,False,A,A,A,1,1,1,1.0,easy
astronomy/test/1,astronomy,STEM,D,-,False,D,D,D,1,1,1,1.0,easy
astronomy/test/10,astronomy,STEM,D,-,False,D,A,D,1,0,1,0.6666666666666666,hard
astronomy/test/100,astronomy,STEM,A,CA,True,A,A,A,1,1,1,1.0,easy
astronomy/test/101,astronomy,STEM,D,-,False,D,D,C,1,1,0,0.6666666666666666,hard
astronomy/test/102,astronomy,STEM,C,CA,True,B,C,C,0,1,1,0.6666666666666666,hard
astronomy/test/103,astronomy,STEM,D,CA,True,D,D,D,1,1,1,1.0,easy
astronomy/test/104,astronomy,STEM,C,CA,True,C,C,D,1,1,0,0.6666666666666666,hard
astronomy/test/105,astronomy,STEM,A,CA,True,A,A,A,1,1,1,1.0,easy
astronomy/test/106,astronomy,STEM,B,-,False,B,B,B,1,1,1,1.0,easy
astronomy/test/107,astronomy,STEM,C,CA,True,A,D,D,0,0,0,0.0,hard
astronomy/test/108,astronomy,STEM,D,CA,True,A,D,A,0,1,0,0.3333333333333333,hard
astronomy/test/109,astronomy,STEM,B,-,False,D,B,D,0,1,0,0.3333333333333333,hard
astronomy/test/11,astronomy,STEM,C,-,False,C,C,C,1,1,1,1.0,easy
astronomy/test/110,astronomy,STEM,B,-,False,B,B,B,1,1,1,1.0,easy
astronomy/test/111,astronomy,STEM,D,-,False,C,D,D,0,1,1,0.6666666666666666,hard
astronomy/test/112,astronomy,STEM,D,-,False,B,D,D,0,1,1,0.6666666666666666,hard
astronomy/test/113,astronomy,STEM,C,-,False,A,C,A,0,1,0,0.3333333333333333,hard
astronomy/test/114,astronomy,STEM,A,-,False,C,A,A,0,1,1,0.6666666666666666,hard
astronomy/test/115,astronomy,STEM,D,-,False,D,D,D,1,1,1,1.0,easy
astronomy/test/116,astronomy,STEM,D,-,False,A,D,D,0,1,1,0.6666666666666666,hard
astronomy/test/117,astronomy,STEM,C,-,False,C,C,C,1,1,1,1.0,easy
astronomy/test/118,astronomy,STEM,A,CA,True,A,A,A,1,1,1,1.0,easy
astronomy/test/119,astronomy,STEM,D,CA,True,A,D,D,0,1,1,0.6666666666666666,hard
astronomy/test/12,astronomy,STEM,A,CA,True,A,A,A,1,1,1,1.0,easy
astronomy/test/120,astronomy,STEM,B,-,False,A,B,A,0,1,0,0.3333333333333333,hard
astronomy/test/121,astronomy,STEM,B,-,False,B,B,B,1,1,1,1.0,easy
astronomy/test/122,astronomy,STEM,C,-,False,C,C,C,1,1,1,1.0,easy
astronomy/test/123,astronomy,STEM,D,CA,True,D,D,D,1,1,1,1.0,easy
astronomy/test/124,astronomy,STEM,D,CA,True,D,D,D,1,1,1,1.0,easy
astronomy/test/125,astronomy,STEM,D,CA,True,B,D,D,0,1,1,0.6666666666666666,hard
astronomy/test/126,astronomy,STEM,D,-,False,C,C,D,0,0,1,0.3333333333333333,hard
astronomy/test/127,astronomy,STEM,C,-,False,C,C,C,1,1,1,1.0,easy
astronomy/test/128,astronomy,STEM,D,-,False,D,D,D,1,1,1,1.0,easy
astronomy/test/129,astronomy,STEM,C,-,False,C,C,D,1,1,0,0.6666666666666666,hard
astronomy/test/13,astronomy,STEM,D,-,False,D,D,D,1,1,1,1.0,easy
astronomy/test/130,astronomy,STEM,A,CA,True,A,A,C,1,1,0,0.6666666666666666,hard
astronomy/test/131,astronomy,STEM,B,-,False,C,B,B,0,1,1,0.6666666666666666,hard
astronomy/test/132,astronomy,STEM,C,CA,True,C,C,C,1,1,1,1.0,easy
astronomy/test/133,astronomy,STEM,B,CA,True,A,B,B,0,1,1,0.6666666666666666,hard
astronomy/test/134,astronomy,STEM,D,-,False,A,D,D,0,1,1,0.6666666666666666,hard
astronomy/test/135,astronomy,STEM,D,-,False,A,D,D,0,1,1,0.6666666666666666,hard
astronomy/test/136,astronomy,STEM,C,CA,True,A,C,A,0,1,0,0.3333333333333333,hard
astronomy/test/137,astronomy,STEM,D,-,False,D,D,D,1,1,1,1.0,easy
astronomy/test/138,astronomy,STEM,D,-,False,D,D,D,1,1,1,1.0,easy
astronomy/test/139,astronomy,STEM,C,-,False,C,C,C,1,1,1,1.0,easy
astronomy/test/14,astronomy,STEM,B,-,False,B,B,B,1,1,1,1.0,easy
astronomy/test/140,astronomy,STEM,A,-,False,D,C,D,0,0,0,0.0,hard
astronomy/test/141,astronomy,STEM,C,-,False,C,C,D,1,1,0,0.6666666666666666,hard
astronomy/test/142,astronomy,STEM,C,CA,True,C,C,D,1,1,0,0.6666666666666666,hard
astronomy/test/143,astronomy,STEM,A,-,False,A,A,A,1,1,1,1.0,easy
