question,answer,cot_answer,extracted_answer,is_correct,lcr,question_id,difficulty
"Programu mpya ilipakuliwa mara 60 mwezi wa kwanza. Idadi ya upakuaji katika mwezi wa pili ulikuwa mara tatu ya idadi ya upakuaji katika mwezi wa kwanza, lakini ikapungua kwa 30% katika mwezi wa tatu. Programu hiyo ilipakuliwa mara ngapi kwa jumla katika miezi hiyo mitatu?",366,"Programu ilipakuliwa mara 60 mwezi wa kwanza. Mwezi wa pili, ilipakuliwa mara 3 * 60 = 180. Mwezi wa tatu, ilipungua kwa 30%, kwa hivyo ilipakuliwa 180 * (1 - 0.3) = 180 * 0.7 = 126. Jumla ya upakuaji ni 60 + 180 + 126 = 366.

Jibu: 366",366.0,True,1.0,10,hard
"Toula alienda kwenye tanuri mikate na akanunua aina mbalimbali za vitobosho. Alinunua dazeni 3 za donati zinazogharimu $68 kwa kila dazeni, dazeni 2 za keki ndogo zinazogharimu $80 kwa kila dazeni, na dazeni 6 za keki ndogo za jibini kwa $55 kwa kila dazeni. Jumla ya gharama ilikuwa ngapi?",694,"**Hatua za Mantiki:**

1. **Gharama ya Donati:**
   - Dazeni 3 za donati kwa $68 kwa kila dazeni.
   - Jumla ya gharama: \( 3 \times 68 = 204 \) dola.

2. **Gharama ya Keki Ndogo:**
   - Dazeni 2 za keki ndogo kwa $80 kwa kila dazeni.
   - Jumla ya gharama: \( 2 \times 80 = 160 \) dola.

3. **Gharama ya Keki Ndogo za Jibini:**
   - Dazeni 6 za keki ndogo za jibini kwa $55 kwa kila dazeni.
   - Jumla ya gharama: \( 6 \times 55 = 330 \) dola.

4. **Jumla ya Gharama:**
   - \( 204 + 160 + 330 = 694 \) dola.

**Jibu:** 694",694.0,True,1.0,11,medium
"Carlos anapanda mlimau. Mti huo utagharimu $90 kuupanda. Kila mwaka utazaa limau 7, anazoweza kuuza kwa $1.5 kila moja. Gharama ya kunyunyiza maji na kulisha mti huo kila mwaka ni $3. Itachukua miaka mingapi kabla ya yeye kuanza kupata mapato kutoka kwa mlimau huo?",13,"1. Hesabu mapato ya kila mwaka kutoka kwa mauzo ya limau:
   - Limau 7/mwaka × $1.5/limau = $10.5/mwaka.

2. Hesabu faida ya kila mwaka baada ya kutoa gharama za uendeshaji:
   - Faida ya kila mwaka = Mapato ya kila mwaka - Gharama za kila mwaka
   - Faida ya kila mwaka = $10.5 - $3 = $7.5/mwaka.

3. Amua idadi ya miaka inayohitajika kufikia mapato ya kwanza:
   - Kwa kuwa Carlos anahitaji kufidia gharama ya awali ya $90, tunahitaji kugawanya gharama hiyo kwa faida ya kila mwaka ili kupata idadi ya miaka:
   - Miaka = $90 / $7.5/mwaka = 12 miaka.

Jibu: 12",12.0,False,1.0,12,hard
"Melanie ni mfanyabiashara wa nyumba kwa nyumba. Aliuza theluthi moja ya visafishaji vyake vya kuvuta uchafu katika nyumba ya kijani, 2 zaidi kwa nyumba nyekundu, na nusu ya vilivyosalia katika nyumba ya rangi ya chungwa. Iwapo Melanie amesalia na visafishaji 5 vya kuvuta uchafu, alianza na vingapi?",18,"Acha \( x \) iwe idadi ya awali ya visafishaji vya kuvuta uchafu ambavyo Melanie alikuwa nayo.

1. **Nyumba ya Kijani:**
   - Melanie aliuza theluthi moja ya visafishaji vyake vya kuvuta uchafu.
   - Idadi iliyobaki baada ya nyumba ya kijani ni \( \frac{2}{3}x \).

2. **Nyumba ya Nyekundu:**
   - Aliuza 2 zaidi visafishaji vya kuvuta uchafu.
   - Idadi iliyobaki baada ya nyumba ya nyekundu ni \( \frac{2}{3}x - 2 \).

3. **Nyumba ya Rangi ya Chungwa:**
   - Aliuza nusu ya vilivyosalia.
   - Idadi iliyobaki baada ya nyumba ya rangi ya chungwa ni \( \frac{1}{2} \left( \frac{2}{3}x - 2 \right) \).

4. **Jumla ya Visafishaji Vilivyobaki:**
   - Melanie amesalia na visafishaji 5 vya kuvuta uchafu.
   - Kwa hivyo, jumla ya visafishaji vilivyobaki ni \( \frac{2}{3}x - 2 \).

Kwa kuwa Melanie amesalia na visafishaji 5, tunaweza kuweka equation:
\[
\frac{2}{3}x - 2 = 5
\]

5. **Kutatua kwa \( x \):**
\[
\frac{2}{3}x - 2 = 5
\]
\[
\frac{2}{3}x = 7
\]
\[
x = 7 \times \frac{3}{2}
\]
\[
x = \frac{21}{2}
\]
\[
x = 10.5
\]

Kwa kuwa idadi ya visafishaji lazima iwe namba kamili, inaonekana kuna makosa katika hesabu. Hebu tuangalie tena hatua za hesabu.

Baada ya kuangalia tena, inaonekana kuna makosa katika uundaji wa equation. Hebu tujaribu tena kwa usahihi:

5. **Jumla ya Visafishaji Vilivyobaki:**
   - Melanie amesalia na visafishaji 5 vya kuvuta uchafu.
   - Kwa hivyo, jumla ya visafishaji vilivyobaki ni \( \frac{2}{3",,False,1.0,13,hard
"Katika darasa la densi lenye wanafunzi 20, 20% walijisajili katika densi ya kisasa, 25% ya waliosalia walijisajili katika densi ya jazi, na wengine waliosalia wakajisajili katika densi ya muziki wa kufoka. Ni asilimia ngapi ya wanafunzi wote walijisajili katika densi ya muziki wa kufoka?",60,"Kwanza, hesabu idadi ya wanafunzi waliojisajili katika densi ya kisasa: 20% ya wanafunzi 20 ni sawa na 0.20 * 20 = 4 wanafunzi. Kisha, toa wanafunzi wa kisasa kutoka kwa wanafunzi wote ili kupata waliosalia: 20 - 4 = 16 wanafunzi. Kisha, hesabu idadi ya wanafunzi waliojisajili katika densi ya jazi: 25% ya 16 ni sawa na 0.25 * 16 = 4 wanafunzi. Kisha, toa wanafunzi wa jazi kutoka kwa waliosalia ili kupata wale waliojisajili katika densi ya muziki wa kufoka: 16 - 4 = 12 wanafunzi. Mwisho, hesabu asilimia ya wanafunzi wote waliojisajili katika densi ya muziki wa kufoka: (12 / 20) * 100 = 60%.

Jibu: 60",60.0,True,1.0,14,medium
"Mfanyabiashara anataka kufanya chaguo la ununuzi kati ya mipango 2 ya ununuzi: mapambo ya kito yenye thamani ya $5,000 au vifaa vya eletroniki vyenye thamani ya $8,000. Mshauri wake wa kifedha anakadiria kuwa soko la mapambo ya kito litapanda hadi 2.5% huku soko la vifaa vya elektroniki litapanda hadi 1.2% ndani ya mwezi huo mmoja. Iwapo mfanyabiashara huyo anataka kuwa na faida za juu zaidi mwishoni mwa mwezi huu kwa kufanya chaguo, hii itakuwa faida ya kiasi gani?",125,"Kwanza, tunahesabu ongezeko la thamani ya kila chaguo:

1. **Mapambo ya Kito:**
   - Thamani ya sasa: $5,000
   - Ongezeko la thamani: 2.5%
   - Ongezeko la thamani: \( 5000 \times 0.025 = 125 \)
   - Thamani mpya: \( 5000 + 125 = 5125 \)

2. **Vifaa vya Elektroniki:**
   - Thamani ya sasa: $8,000
   - Ongezeko la thamani: 1.2%
   - Ongezeko la thamani: \( 8000 \times 0.012 = 96 \)
   - Thamani mpya: \( 8000 + 96 = 8096 \)

Sasa, tunalinganisha thamani mpya ili kuona ni chaguo lipi lina faida kubwa zaidi:
- Mapambo ya Kito: $5,125
- Vifaa vya Elektroniki: $8,096

Faida ya ziada ya kuchagua vifaa vya elektroniki ni:
\[ 8096 - 5125 = 2971 \]

Jibu: 2971",2971.0,False,1.0,15,easy
"Treni mbili zimetoka San Rafael kwa wakati mmoja. Zimeanza kusafiri kwenda upande wa Magharibi, zote mbili zinaenda umbali wa maili 80. Siku inayofuata, zinasafiri kwenda upande wa Kaskazini, umbali wa maili 150. Umbali ambao treni hizo mbili zilienda kwa siku hizo mbili ni gani?",230,"Treni ya kwanza ilisafiri maili 80 na kisha maili 150, jumla ya maili 230. Treni ya pili ilisafiri maili 150 na kisha maili 80, jumla ya maili 230. Jumla ya umbali ambao treni hizo mbili zilienda ni 230 + 230 = 460 maili.

Jibu: 460",460.0,False,1.0,16,easy
"Jill analipwa $20 kila saa kufunza na $30 kuwa kocha wa mashabiki. Iwapo huwa anafanya kazi wiki 50 kwa mwaka, saa 35 kwa wiki kama mwalimu na saa 15 kama kocha, mshahara wake wa kila mwaka ni ngapi?",57500,"Kwanza, hesabu mapato ya Jill kutoka kwa kazi yake ya mwalimu: $20/saa * saa 35/siku * siku 50/mwaka = $20,000. Kisha, hesabu mapato yake kutoka kwa kazi ya kocha: $30/saa * saa 15/siku * siku 50/mwaka = $22,500. Ongeza mapato yote mawili ili kupata mshahara wake wa kila mwaka: $20,000 + $22,500 = $42,500.

Jibu: 42500",42500.0,False,1.0,17,medium
Claire huandaa kimanda chenye mayai 3 kila asubuhi wakati wa staftahi. Atakula dazeni ngapi za mayai baada katika wiki 4?,7,"Kwanza, tambua idadi ya mayai Claire huandaa kwa siku moja: mayai 3. Kisha, hesabu jumla ya mayai kwa wiki: mayai 3/siku × siku 7/wiki = mayai 21/wiki. Kisha, hesabu jumla ya mayai kwa wiki 4: mayai 21/wiki × wiki 4 = mayai 84. Kisha, tambua dazeni ngapi za mayai ni mayai 12: dazeni 84 ÷ dazeni 12/dazeni = dazeni 7.

Jibu: 7",7.0,True,1.0,18,easy
"Marissa anatembea masafa marefu ya maili 12. Alitumia saa 1 kutembea maili 4 za kwanza, kisha saa nyingine moja kutembea maili mbili zinazofuata. Iwapo anataka kasi yake ya wastani iwe maili 4 kwa saa, anahitaji kutembea kwa kasi (katika maili kwa saa) gani kwa umbali unaosalia?",6,"Marissa alitembea maili 4 kwa saa kwa saa 1, na kisha alitembea maili 2 kwa saa kwa saa 1, jumla ya maili 12. Ili kuhakikisha kasi yake ya wastani ya maili 4 kwa saa kwa umbali wa maili 12, anahitaji kusawazisha muda wake wa kutembea. Acha x iwe kasi yake ya kutembea kwa umbali unaosalia. Muda wake wa jumla wa kutembea ni saa 2, na umbali unaosalia ni maili 12 - 4 - 2 = 6 maili. Kwa hivyo, x * 6 = 12, ambayo inamaanisha x = 2. Marissa anahitaji kutembea kwa kasi ya maili 2 kwa saa kwa umbali unaosalia.
Jibu: 2",2.0,False,1.0,19,hard
"Nina lita 10 za kinywaji cha chungwa ambacho theluthi mbili zake ni maji na ningependelea kukiongeza kwenye lita 15 za kinyaji cha nanasi ambacho humusi tatu zake ni maji. Lakini ninapokimimina, nimemwaga lita moja ya kinywaji cha chungwa. Kiasi kipi cha maji kipo kwenye lita 24 zinazosalia?",15,"Hebu tutenganishe hatua kwa hatua:

1. **Kiasi cha Kwanza cha Kinywaji cha Chungwa:**
   - Lita 10 za kinywaji cha chungwa, na theluthi mbili zake ni maji.
   - Maji kwenye kinywaji cha chungwa: \( \frac{2}{3} \times 10 = \frac{20}{3} \) lita.

2. **Kiasi cha Kwanza cha Kinyaji cha Nanasi:**
   - Lita 15 za kinyaji cha nanasi, na humusi tatu zake ni maji.
   - Maji kwenye kinyaji cha nanasi: \( \frac{3}{5} \times 15 = 9 \) lita.

3. **Kinywaji cha Chungwa Kilichomwagwa:**
   - Lita 1 ya kinywaji cha chungwa, ambayo ina maji \( \frac{2}{3} \times 1 = \frac{2}{3} \) lita.

4. **Jumla ya Maji Baada ya Kumimina:**
   - Jumla ya maji kutoka kinywaji cha chungwa: \( \frac{20}{3} + \frac{2}{3} = \frac{22}{3} \) lita.
   - Jumla ya maji kutoka kinyaji cha nanasi: 9 lita.
   - Jumla ya maji baada ya kumimina: \( \frac{22}{3} + 9 = \frac{22}{3} + \frac{27}{3} = \frac{49}{3} \) lita.

5. **Jumla ya Kiasi cha Lita 24 Zinosalia:**
   - Jumla ya kiasi: 24 lita.

6. **Kiasi cha Maji kwenye Lita 24 Zinosalia:**
   - Jumla ya maji: \( \frac{49}{3} \) lita.
   - Kiasi cha maji kwenye lita 24: \( \frac{49}{3} - 9 = \frac{49}{3} - \frac{27}{3} = \frac{22}{3} \) lita.

**Jibu:** 7.333",7.333,False,1.0,20,hard
"Raymond na Samantha ni binamu. Raymond alizaliwa miaka 6 kabla ya Samantha. Raymond alipata mwana akiwa na umri wa miaka 23. Iwapo Samantha sasa ana umri wa miaka 31, mwana wa Raymond alizaliwa miaka mingapi iliyopita?",14,"Samantha ana miaka 31, na Raymond alizaliwa miaka 6 kabla yake, kwa hivyo Raymond ana miaka 25. Raymond alipata mwana akiwa na miaka 23, kwa hivyo mwana alizaliwa miaka 2 iliyopita (25 - 23 = 2). Jibu: 2",2.0,False,1.0,21,medium
Billy huuza santuri za DVD. Ana wateja 8 Jumanne. Wateja wake 3 wa kwanza hununua DVD moja kila mmoja. Wateja wake 2 wanaofuata hununua DVD 2 kila mmoja. Wateja wake 3 wa mwisho hawanunui DVD yoyote. Billy aliuza DVD ngapi siku ya Jumanne?,7,"Billy aliuza DVD 3 kwa wateja wake 3 wa kwanza, DVD 4 kwa wateja wake 2 wanaofuata, na DVD 0 kwa wateja wake 3 wa mwisho. Kwa hivyo, jumla ya DVD zilizouzwa ni 3 + 4 = 7.

Jibu: 7",7.0,True,1.0,22,easy
Mshumaa huyeyuka kwa sentimita 2 kila saa inayowaka. Mshumaa utapungua kwa sentimita ngapi baada ya kuwaka kuanzia saa 7:00 mchana hadi saa 11:00 jioni?,8,"Mshumaa unawaka kwa saa 4 (kutoka saa 7:00 mchana hadi saa 11:00 jioni). Kwa kuwa mshumaa hupungua kwa sentimita 2 kila saa, jumla ya upungufu utakuwa sentimita 2/saa * saa 4 = sentimita 8.

Jibu: 8",8.0,True,1.0,23,easy
Kyle alinunua kitabu kilichonunuliwa zaidi mwaka jana kwa $19.50. Hii ni baada ya kupokea kipunguzo cha 25% ya bei ya asili. Bei asili ya kitabu hicho ilikuwa ngapi?,26,"Acha \( P \) iwe bei asili ya kitabu. Kipunguzo cha 25% kutoka kwa bei asili \( P \) kinamaanisha Kyle alilipa 75% ya bei asili, ambayo ni $19.50. Kwa hisabati, hii inaweza kuandikwa kama:

\[ 0.75P = 19.50 \]

Ili kupata \( P \), tunagawanya pande zote za mlinganyo kwa 0.75:

\[ P = \frac{19.50}{0.75} \]

\[ P = 26 \]

Jibu: 26",26.0,True,1.0,24,easy
"Marie aliagiza chakula kimoja cha kuku kinachogharimu $12, pakiti 5 za maziwa zinazogharimu $3 kila moja, tufaha 4 zinazogharimu $1.50 kila moja, na maboksi mengine ya pizza. Marie alilipa jumla ya $50. Marie aliagiza maboksi mangapi ya pizza ikiwa kila boksi linagharimu $8.50?",2,"1. **Hesabu gharama ya maziwa:**
   - Marie aliagiza pakiti 5 za maziwa, kila moja inagharimu $3.
   - Gharama ya maziwa: \( 5 \times 3 = 15 \) dola.

2. **Hesabu gharama ya tufaha:**
   - Marie aliagiza tufaha 4, kila moja inagharimu $1.50.
   - Gharama ya tufaha: \( 4 \times 1.50 = 6 \) dola.

3. **Hesabu gharama ya chakula cha kuku na pizza:**
   - Gharama ya chakula cha kuku: $12.
   - Gharama ya pizza: \( 50 - 12 - 15 - 6 = 17 \) dola.

4. **Hesabu idadi ya maboksi ya pizza:**
   - Kila boksi la pizza linagharimu $8.50.
   - Idadi ya maboksi ya pizza: \( \frac{17}{8.50} \approx 2 \).

**Jibu:** 2",2.0,True,1.0,25,hard
"Mishka alinunua jozi 3 za kaptura, jozi 3 za suruali, na jozi 3 za viatu. Jozi moja ya kaptura ni $16.50. Jozi moja ya suruali ni $22.50 na jozi moja ya viatu ni $42. Mishka alitumia dola ngapi kununua bidhaa zote za mavazi alizonunua?",243,"Kwanza, hesabu gharama ya jumla ya kaptura: 3 jozi × $16.50 = $49.50. Kisha, hesabu gharama ya jumla ya suruali: 3 jozi × $22.50 = $67.50. Kisha, hesabu gharama ya jumla ya viatu: 3 jozi × $42 = $126. Mwisho, jumlisha gharama zote: $49.50 + $67.50 + $126 = $243.

Jibu: 243",243.0,True,1.0,26,easy
"Cynthia hukula kipande kimoja cha aiskrimu kila usiku. Yeye hununua katoni za aiskrimu zilizo na vipande 15 vya aiskrimu kwa kila katoni kwa bei ya $4.00 kwa kila katoni. Baada ya siku 60, atakuwa ametumia pesa ngapi kwenye aiskrimu?",16,"Cynthia hukula kipande kimoja cha aiskrimu kila usiku, na kuna siku 60 katika miezi 60. Kwa hivyo, atahitaji kipande 60 cha aiskrimu. Kila katoni ina vipande 15 vya aiskrimu, kwa hivyo atahitaji 60 / 15 = 4 katoni za aiskrimu. Kila katoni ina gharama ya $4.00, kwa hivyo gharama ya jumla itakuwa 4 * $4.00 = $16.00.

Jibu: 16",16.0,True,1.0,27,medium
Henry alisimama mara mbili wakati wa safari yake ya maili 60 kwa baiskeli. Alisimama mara ya kwanza baada ya maili 20. Alisimama mara ya pili akiwa amebakisha maili 15 ili amalize safari hiyo. Alisafiri maili ngapi kati ya kusimama mara ya kwanza na ya pili?,25,"Alisafiri maili 45 kati ya kusimama mara ya kwanza na ya pili.

Jibu: 45",45.0,False,1.0,28,easy
"Gloria ananunua anapokutana na jozi ya mabuti inayotoshea bajeti yake ya kiatu. Hata hivyo, ni lazima achague kati ya mabuti hayo na jozi mbili za viatu vyenye visigino vilivyoinuka ambazo kwa pamoja gharama yao ni chini ya gharama ya mabuti kwa dola tano. Iwapo jozi moja ya viatu vyenye visigino vilivyoinuka inagharimu $33 na jozi hiyo nyingine bei yake ni mara mbili ya jozi ya kwanza, bei ya mabuti ni dola ngapi?",104,"Acha bei ya jozi ya kwanza ya viatu vyenye visigino vilivyoinuka iwe x. Jozi ya pili inagharimu 2x. Jozi mbili za viatu vyenye visigino vilivyoinuka zinagharimu 2x + 33. Jozi ya kwanza ya viatu vyenye visigino vilivyoinuka inagharimu x + 5. Kwa kuwa Gloria ananunua jozi ya kwanza ya viatu vyenye visigino vilivyoinuka, tunaweza kuweka mlinganyo x + 5 = 2x + 33. Kutatua kwa x, tunapata x = 28. Kwa hivyo, bei ya jozi ya kwanza ya viatu vyenye visigino vilivyoinuka ni 28 + 5 = 33.

Jibu: 33",33.0,False,1.0,29,hard
"Umri wa Darrel na Allen upo katika uwiano wa 7:11. Iwapo jumla ya umri wao wa sasa ni miaka 162, piga hesabu ya umri wa Allen miaka 10 ijayo kutoka sasa.",109,"Darrel na Allen wana umri katika uwiano wa 7:11, kwa hivyo uwiano wao wa pamoja ni 18. Jumla ya umri wao ni miaka 162, kwa hivyo tunaweza kuweka mlinganyo: 7x + 11x = 162, ambapo x ni umri wa kawaida. Hii inarahisishwa kuwa 18x = 162, kwa hivyo x = 9. Umri wa sasa wa Darrel ni 63 (7x), na umri wa sasa wa Allen ni 99 (11x). Umri wa Allen miaka 10 ijayo utakuwa 99 + 10 = 109. Jibu: 109",109.0,True,1.0,30,medium
Gunter anajaribu kuhesabu peremende zilizo kwenye chupa kubwa. Anawauliza marafiki zake kuwa wanadhani peremende ngapi zipo kwenye chupa hiyo kubwa. Mmoja anasema 80. Mwingine anasema 20 zaidi ya nusu ya ile wa kwanza alisema. Wa tatu anasema 25% zaidi ya wa kwanza. Wastani ya kisio lao ni ngapi?,80,"Marafiki watatu wa Gunter wanasema peremende 80, 100, na 125 kwa mtiririko huo. Ili kupata wastani, tunahitaji kujumlisha namba hizi na kugawanya kwa idadi ya marafiki.

80 + 100 + 125 = 305
305 / 3 = 101.67

Jibu: 102",102.0,False,1.0,31,medium
John hutunza mbwa 10. Kila mbwa humchukua saa .5 kwa siku kutembeza na kushughulikia. Huwa anatumia saa ngapi kwa wiki kuwatunza mbwa hao?,35,"Kwanza, hesabu jumla ya muda ambayo John hutumia kutembeza na kushughulikia mbwa wake kwa siku:
Mbwa 10 × saa .5 kwa mbwa = saa 5 kwa siku.

Kisha, hesabu jumla ya muda kwa wiki kwa kuzidisha muda wa kila siku kwa idadi ya siku kwa wiki (siku 7):
saa 5 kwa siku × siku 7 kwa wiki = saa 35 kwa wiki.

Jibu: 35",35.0,True,1.0,32,easy
