question,answer,cot_answer,extracted_answer,is_correct,lcr,question_id,difficulty
"ఒక కొత్త ప్రోగ్రామ్‌కు మొదటి నెలలో 60 డౌన్‌లోడ్‌లు ఉన్నాయి. రెండో నెలలో డౌన్‌లోడ్‌ల సంఖ్య మొదటి నెలలో డౌన్‌లోడ్‌లకు మూడు రెట్లు ఉన్నాయి, కానీ తరువాత మూడో నెలలో 30% తగ్గింది. మూడు నెలల్లో ఆ ప్రోగ్రామ్‌కు మొత్తం ఎన్ని డౌన్‌లోడ్‌లు ఉన్నాయి?",366,"మొదటి నెలలో డౌన్‌లోడ్‌లు: 60
రెండో నెలలో డౌన్‌లోడ్‌లు: 3 * 60 = 180
మూడో నెలలో డౌన్‌లోడ్‌లు: 180 * 0.7 = 126
మొత్తం డౌన్‌లోడ్‌లు: 60 + 180 + 126 = 366
సమాధానం: 366",366.0,True,1.0,10,hard
"టౌలా ఒక బేకరీకి వెళ్లి, వివిధ రకాలైన పేస్ట్రీలను కొనుగోలు చేసింది. ఆమె డజను $68 ఖరీదుతో 3 డజన్ల డోనట్‌లను, డజను $80 డాలర్లు ఖరీదుతో 2 డజన్ల మినీ కప్‌ కేకులను, డజను $55 ఖరీదుతో 6 డజన్ల మినీ చీజ్‌కేక్‌లను కొనుగోలు చేసింది. మొత్తం ఖర్చు ఎంత?",694,సమాధానం: $528,528.0,False,1.0,11,medium
"కార్లోస్ ఒక నిమ్మ చెట్టును నాటుతున్నాడు. చెట్టును నాటడానికి $90 అవుతుంది. ప్రతి సంవత్సరం దానికి 7 నిమ్మకాయలు కాస్తాయి, అతడు వాటిని ఒక్కొక్కటి $1.5 చొప్పున విక్రయిస్తాడు. చెట్టుకు నీళ్లు పెట్టడానికి మరియు ఎరువు వేయడానికి సంవత్సరానికి $3 ఖర్చు అవుతుంది. నిమ్మ చెట్టుపై అతడు సంపాదించడం ప్రారంభించడానికి ఎన్ని సంవత్సరాలు పడుతుంది?",13,"మొదట, నిమ్మ చెట్టును నాటడానికి మరియు ప్రారంభ ఖర్చులను లెక్కించండి: $90.

తర్వాత, ప్రతి సంవత్సరం సంపాదించే నిమ్మకాయల విక్రయాల నుండి ఆదాయాన్ని లెక్కించండి: 7 నిమ్మకాయలు/సంవత్సరం * $1.5/నిమ్మకాయ = $10.5/సంవత్సరం.

తర్వాత, ప్రతి సంవత్సరం నిమ్మ చెట్టును సంరక్షించడానికి అయ్యే ఖర్చును లెక్కించండి: $3/సంవత్సరం.

చివరగా, నిమ్మ చెట్టుపై సంపాదించడం ప్రారంభించడానికి పట్టే సంవత్సరాల సంఖ్యను కనుగొనడానికి, ప్రారంభ ఖర్చులను సంవత్సరానికి ఆదాయం నుండి తీసివేయండి: ($90 - $3) / $10.5 = 7.25 సంవత్సరాలు.

సమాధానం: 7.25",7.25,False,1.0,12,hard
"మెలీనా ఇంటింటికి వెళ్లి విక్రయించే మహిళ. ఆమె తన వద్ద ఉన్న వాక్యూం క్లీనర్‌ల్లో మూడోవంతు గ్రీన్ హౌస్ వద్ద, మరో 2ని రెడ్ హౌస్‌ వద్ద, మిగిలినవాటిలో సగాన్ని ఆరెంజ్ హౌస్ వద్ద విక్రయించింది. మెలీనా వద్ద 5 వాక్యూం క్లీనర్‌లు మిగిలి ఉంటే, ఆమె ఎన్నింటితో ప్రారంభించింది?",18,"మెలీనా ప్రారంభంలో ఉన్న వాక్యూం క్లీనర్‌ల సంఖ్యను $x$ అనుకుందాం. ఆమె గ్రీన్ హౌస్‌కు మూడోవంతు క్లీనర్‌లు ఇచ్చింది, కాబట్టి ఆమె అక్కడ $x/3$ క్లీనర్‌లు ఇచ్చింది. తర్వాత ఆమె రెడ్ హౌస్‌కు మరో 2 క్లీనర్‌లు ఇచ్చింది, కాబట్టి ఆమె అక్కడ $x/3 + 2$ క్లీనర్‌లు ఇచ్చింది. మిగిలిన క్లీనర్‌ల సంఖ్య $x - (x/3 + 2 + x/3) = x - 2x = -x/3$ అవుతుంది. కానీ ఇది తప్పు, ఎందుకంటే మిగిలిన క్లీనర్‌లు సగం ఉండాలి. కాబట్టి, మిగిలిన క్లీనర్‌ల సంఖ్య $x - (x/3 + 2) = -x/3$ కాదు, కానీ $x - (x/3 + 2) = x/3$. ఇప్పుడు, మెలీనా వద్ద 5 క్లీనర్‌లు మిగిలి ఉన్నాయి, కాబట్టి ఆమె ప్రారంభంలో $5 + x/3$ క్లీనర్‌లు ఉన్నాయి. కాబట్టి, $5 + x/3 = x/3 + 2$, అంటే $x = 7$. సమాధానం: 7",7.0,False,1.0,13,hard
"20 మంది విద్యార్ధులు ఉన్న డ్యాన్స్ క్లాస్‌లో, 20% మంది సంప్రదాయ డ్యాన్స్‌లో నమోదు చేసుకున్నారు, మిగిలిన వారిలో 25% మంది జాజ్ డ్యాన్స్‌లో నమోదు చేసుకున్నారు, మరియు మిగిలినవారు హిప్-హాప్ డ్యాన్స్‌లో నమోదు చేసుకున్నారు. హిప్-హాప్ డ్యాన్స్‌లో నమోదు చేసుకున్న మొత్తం విద్యార్ధుల శాతం ఎంత?",60,"**తర్కాత్మక అదుగులు:**

1. **సంప్రదాయ డ్యాన్స్‌లో నమోదు చేసుకున్న విద్యార్ధుల సంఖ్య:**
   20 మంది విద్యార్ధులలో 20% మంది సంప్రదాయ డ్యాన్స్‌లో నమోదు చేసుకున్నారు.
   \[
   0.20 \times 20 = 4 \text{ మంది విద్యార్ధులు}
   \]

2. **మిగిలిన విద్యార్ధుల సంఖ్య:**
   సంప్రదాయ డ్యాన్స్‌లో నమోదు చేసుకున్నవారిని మొత్తం నుండి తీసివేయండి.
   \[
   20 - 4 = 16 \text{ మంది విద్యార్ధులు}
   \]

3. **జాజ్ డ్యాన్స్‌లో నమోదు చేసుకున్న విద్యార్ధుల సంఖ్య:**
   మిగిలిన 16 మంది విద్యార్ధులలో 25% మంది జాజ్ డ్యాన్స్‌లో నమోదు చేసుకున్నారు.
   \[
   0.25 \times 16 = 4 \text{ మంది విద్యార్ధులు}
   \]

4. **హిప్-హాప్ డ్యాన్స్‌లో నమోదు చేసుకున్న విద్యార్ధుల సంఖ్య:**
   మిగిలిన 12 మంది విద్యార్ధులు హిప్-హాప్ డ్యాన్స్‌లో నమోదు చేసుకున్నారు.

5. **హిప్-హాప్ డ్యాన్స్‌లో నమోదు చేసుకున్న విద్యార్ధుల శాతం:**
   హిప్-హాప్ డ్యాన్స్‌లో నమోదు చేసుకున్న విద్యార్ధుల సంఖ్యను మొత్తం విద్యార్ధుల సంఖ్యతో భాగించి శాతాన్ని కనుగొనండి.
   \[
   \frac{12}{20} \times 100 = 60\%
   \]

**సమాధానం:** హిప్-హాప్ డ్యాన్స్‌లో నమోదు చేసుకున్న మొత్తం విద్యార్ధుల శాతం **60%**.",60.0,True,1.0,14,medium
"ఒక వ్యాపారి 2 కొనుగోలు ప్లాన్‌ల మధ్య కొనుగోలు ఎంపిక చేసుకోవాలని కోరుకుంటున్నాడు: $5,000 విలువైన ఆభరణాలు లేదా $8,000 విలువైన ఎలక్ట్రానిక్ గాడ్జెట్‌లు. అదే నెలలో ఆభరణాల మార్కెట్ 2.5%, ఎలక్ట్రానిక్ గాడ్జెట్‌ల మార్కెట్ 1.2% పెరుగుతుందని అతడి ఆర్ధిక సలహాదారుడు ఊహిస్తున్నాడు. వ్యాపారి సరైన ఎంపిక చేసుకోవడం ద్వారా ఈ నెలాఖరుకు గరిష్టంగా లాభాన్ని పొందడానికి చూస్తున్నట్లయితే, ఇది ఎంత లాభం అవుతుంది?",125,"**సమస్య:**

ఒక వ్యాపారి రెండు ఎంపికలలో ఒకదాన్ని ఎంచుకోవాలి:
1. **ఆభరణాలు:** $5,000 విలువ
2. **ఎలక్ట్రానిక్ గాడ్జెట్‌లు:** $8,000 విలువ

**మార్కెట్ మార్పు:**
- ఆభరణాల మార్కెట్ 2.5% పెరుగుతుంది.
- ఎలక్ట్రానిక్ గాడ్జెట్‌ల మార్కెట్ 1.2% పెరుగుతుంది.

**లాభం గణన:**
- **ఆభరణాల లాభం:** $5,000 * 2.5% = $125
- **ఎలక్ట్రానిక్ గాడ్జెట్‌ల లాభం:** $8,000 * 1.2% = $96

**తుది లాభం:**
- **ఆభరణాల ఎంపిక:** $125
- **ఎలక్ట్రానిక్ గాడ్జెట్‌ల ఎంపిక:** $96

**సమాధానం:** వ్యాపారి ఆభరణాల ఎంపిక ద్వారా $125 లాభం పొందవచ్చు.",125.0,True,1.0,15,easy
"రెండు రైళ్లు ఒకే సమయంలో శాన్ రాఫెల్ నుంచి బయలుదేరతాయి. అవి పశ్చిమంగా ప్రయాణించడం ప్రారంభించాయి, రెండూ కూడా 80 మైళ్ల వేగంతో ప్రయాణిస్తున్నాయి. తరువాత రోజు, అవి ఉత్తర దిశగా ప్రయాణించి, 150 మైళ్లు కవర్ చేశాయి. రెండు రోజుల్లో ప్రతిరైలు ప్రయాణించిన దూరం ఎంత?",230,"మొదటి రోజు, రెండు రైళ్లు ఒకే సమయంలో బయలుదేరి, పశ్చిమంగా ప్రయాణించాయి. అవి ఒకే సమయంలో బయలుదేరినందున, అవి ఒకే దూరాన్ని ప్రయాణించాయి. రెండవ రోజు, అవి ఉత్తర దిశగా ప్రయాణించి, 150 మైళ్లు కవర్ చేశాయి. మొదటి రోజు ప్రయాణించిన దూరం = వేగం × సమయం = 80 మైళ్లు/గంట × 1 గంట = 80 మైళ్లు. రెండవ రోజు ప్రయాణించిన దూరం = 150 మైళ్లు. రెండు రోజుల్లో ప్రతిరైలు ప్రయాణించిన మొత్తం దూరం = 80 మైళ్లు + 150 మైళ్లు = 230 మైళ్లు. సమాధానం: 230",230.0,True,1.0,16,easy
"జిల్ బోధించినందుకు ప్రతి గంటకు $20 మరియు చీర్‌లీడింగ్ కోచ్‌గా ఉన్నందుకు $30 పొందుతుంది. ఆమె సంవత్సరంలో 50 వారాలు, వారానికి 35 గంటలపాటు టీచర్‌గా మరియు వారానికి 15 గంటలపాటు కోచ్‌గా పనిచేసినట్లయితే, ఆమె వార్షిక వేతనం ఎంత?",57500,"**తర్కాత్మక అదుగులు:**

1. **జిల్ బోధించిన వేతనం:**
   - జిల్ ప్రతి గంటకు $20 పొందుతుంది.
   - ఆమె వారానికి 35 గంటలపాటు బోధిస్తుంది.
   - వార్షిక బోధన వేతనం = 35 గంటలు/వారం × $20/గంట × 50 వారాలు = $35,000.

2. **జిల్ కోచ్‌గా ఉన్న వేతనం:**
   - జిల్ ప్రతి గంటకు $30 పొందుతుంది.
   - ఆమె వారానికి 15 గంటలపాటు కోచ్‌గా పనిచేస్తుంది.
   - వార్షిక కోచ్‌గా ఉన్న వేతనం = 15 గంటలు/వారం × $30/గంట × 50 వారాలు = $22,500.

3. **వార్షిక వేతనం:**
   - మొత్తం వార్షిక వేతనం = బోధన వేతనం + కోచ్‌గా ఉన్న వేతనం
   - మొత్తం వార్షిక వేతనం = $35,000 + $22,500 = $57,500.

**సమాధానం:** జిల్ వార్షిక వేతనం $57,500.",57500.0,True,1.0,17,medium
క్లారీ ప్రతిరోజూ ఉదయం అల్పాహారం కొరకు 3 గుడ్ల ఆమ్లెట్‌ని వేస్తుంది. ఆమె 4 వారాల్లో ఎన్ని డజన్ల గుడ్లను తింటుంది?,7,"క్లారీ ప్రతిరోజు 3 గుడ్ల ఆమ్లెట్ వేస్తుంది, కాబట్టి 4 వారాల్లో (28 రోజులు) ఆమె మొత్తం గుడ్లు = 3 గుడ్లు/రోజు * 28 రోజులు = 84 గుడ్లు. ఒక డజన్‌లో 12 గుడ్లు ఉంటాయి, కాబట్టి మొత్తం డజన్ల సంఖ్య = 84 గుడ్లు / 12 గుడ్లు/డజన్ = 7 డజన్లు.
సమాధానం: 7",7.0,True,1.0,18,easy
"మరిస్సా 12 మైళ్ల పొడవున్న కాలిబాటలో హైకింగ్ చేస్తోంది. మొదటి 4 మైళ్లు నడవడానికి ఆమెకు 1 గంట పట్టింది, తరువాత రెండు మైళ్లు నడవడానికి మరో గంట పట్టింది. ప్రతి గంటకు సగటు వేగం 4 మైళ్లుగా ఉండాలని ఆమె కోరుకున్నట్లయితే, మిగిలిన దూరాన్ని ఆమె ఎంత వేగంగా (ప్రతి గంటకు మైళ్లలో) నడవాల్సి ఉంటుంది?",6,"మరిస్సా మొదటి 4 మైళ్లను 1 గంటలో నడిచింది, మరియు తర్వాత 2 మైళ్లను మరో గంటలో నడిచింది. అందువల్ల, ఆమె మొత్తం 4 మైళ్లు 2 గంటలలో నడిచింది. ఆమె కోరుకున్న సగటు వేగం ప్రతి గంటకు 4 మైళ్లు, కానీ ఆమె వాస్తవ వేగం 4 మైళ్లు/గంట కంటే తక్కువ. కాబట్టి, ఆమె మిగిలిన దూరాన్ని నడవడానికి తక్కువ వేగం అవసరం.

మిగిలిన దూరం = 12 మైళ్లు - 4 మైళ్లు = 8 మైళ్లు
మిగిలిన సమయం = 2 గంటలు - 1 గంట = 1 గంట

మిగిలిన దూరాన్ని నడవడానికి అవసరమైన వేగం = మిగిలిన దూరం / మిగిలిన సమయం = 8 మైళ్లు / 1 గంట = 8 మైళ్లు/గంట

కానీ, ఆమె కోరుకున్న సగటు వేగం ప్రతి గంటకు 4 మైళ్లు, కాబట్టి ఆమె మిగిలిన దూరాన్ని 4 మైళ్లు/గంట వేగంతో నడవాలి. ఆమె వాస్తవ వేగం 8 మైళ్లు/గంట కంటే తక్కువ, కాబట్టి ఆమె వేగాన్ని తగ్గించాలి.

సమాధానం: 4 మైళ్లు/గంట కంటే తక్కువ.",4.0,False,1.0,19,hard
