question,answer,cot_answer,extracted_answer,is_correct,lcr,question_id,difficulty
梅兰妮是一名上门推销员。她在绿房子卖掉了三分之一的吸尘器，在红房子多卖了 2 台，在橙房子卖掉了剩下吸尘器的一半。如果 Melanie 还剩下 5 台吸尘器，她一开始有多少台吸尘器？,18,"设 Melanie 最初拥有的吸尘器数量为 \( x \)。

1. **绿房子：** 她卖掉了三分之一的吸尘器。
   \[
   x - \frac{1}{3}x = \frac{2}{3}x
   \]

2. **红房子：** 她多卖了 2 台。
   \[
   \frac{2}{3}x + 2
   \]

3. **橙房子：** 她卖掉了剩下吸尘器的一半。
   \[
   \frac{2}{3}x + 2 - \frac{1}{2} \left( x - \frac{1}{3}x \right) = \frac{2}{3}x + 2 - \frac{1}{6}x = \frac{4}{6}x + 2 - \frac{1}{6}x = \frac{3}{6}x + 2 = \frac{1}{2}x + 2
   \]

4. **总卖出数量：**
   \[
   \frac{2}{3}x + 2 + \frac{1}{2}x + 2 = \frac{4}{6}x + \frac{3}{6}x + 4 = \frac{7}{6}x + 4
   \]

5. **剩余吸尘器：**
   \[
   \frac{7}{6}x + 4 - 5 = \frac{7}{6}x - 1
   \]

由于她还剩下 5 台吸尘器，我们有：
\[
\frac{7}{6}x - 1 = 5
\]

解得 \( x \)：
\[
\frac{7}{6}x = 6
\]
\[
x = \frac{6 \times 6}{7} = \frac{36}{7} \times 2 = 18
\]

**验证：**
- 绿房子：\( \frac{2}{3} \times 18 = 12 \)
- 红房子：\( 12 + 2 = 14 \)
- 橙房子：\( 14 - \frac{1}{2} \times 18 = 14 - 9 = 5 \)
- 总卖出：\( 12 + 14 + 5 = 31 \)
- 剩余：",,False,1.0,13,hard
上舞蹈课的学生有 20 个，其中 20% 的学生报名学习现代舞，剩下的学生当中有 25% 报名学习爵士舞，其他人报名学习嘻哈舞。报名学习嘻哈舞的同学一共占多少百分比？,60,"让我们一步一步地分解这个问题。

1. **确定现代舞的同学人数：**
   - 学生总数 = 20
   - 现代舞的百分比 = 20%
   - 现代舞的同学人数 = 20 的 20% = \( \frac{20}{100} \times 20 = 4 \)

2. **计算剩下的学生人数：**
   - 剩下的学生 = 学生总数 - 现代舞学生 = 20 - 4 = 16

3. **确定剩下的学生中爵士舞的同学人数：**
   - 爵士舞的百分比 = 25%
   - 爵士舞的同学人数 = 16 的 25% = \( \frac{25}{100} \times 16 = 4 \)

4. **计算报名学习嘻哈舞的学生人数：**
   - 剩余学生 = 16
   - 报名学习嘻哈舞的学生人数 = 剩余学生 - 爵士舞学生 = 16 - 4 = 12

5. **计算报名学习嘻哈舞的学生百分比：**
   - 嘻哈舞的百分比 = 12 的百分比 = \( \frac{12}{20} \times 100\% = 60\% \)

答案：60%",60.0,True,1.0,14,medium
"一个商人想要在两种购买计划中做出购买选择：价值 5,000 美元的珠宝和价值 8,000 美元的电子产品。他的财务顾问推测，珠宝市场将上涨 2.5%，而电子产品市场在同一个月内也将上涨 1.2%。如果这个商人期望通过做出选择，在本月末获得最大的利润，则利润会是多少？",125,"首先，计算每种产品的预期利润：

珠宝：5,000 美元 + (5,000 美元的 2.5%）= 5,000 美元 + 125 美元 = 5,125 美元。

电子产品：8,000 美元 + (8,000 美元的 1.2%）= 8,000 美元 + 96 美元 = 8,096 美元。

比较两种选择，珠宝的预期利润更高，因此商人应该选择珠宝，以获得最大的利润。

答案：625",625.0,False,1.0,15,easy
两列火车同时离开圣拉斐尔。它们开始向西行驶，并且都行驶了 80 英里。第二天，它们向北行驶，行驶了 150 英里。在这两天中，每列火车行驶了多长距离？,230,"**推理步骤：**

1. **定义变量：**
   - 设第一列火车向西行驶的距离为 \( x \) 英里。
   - 设第二列火车向北行驶的距离为 \( y \) 英里。

2. **建立方程：**
   - 根据题目，第一列火车向西行驶了 80 英里，因此 \( x = 80 \)。
   - 第二列火车向北行驶了 150 英里，因此 \( y = 150 \)。

3. **验证一致性：**
   - 两列火车的总行驶距离为 \( x + y = 80 + 150 = 230 \) 英里，这与题目描述一致。

4. **计算每列火车的总距离：**
   - 第一列火车的总距离：\( 80 + 150 = 230 \) 英里。
   - 第二列火车的总距离：\( 80 + 150 = 230 \) 英里。

**答案：** 230",230.0,True,1.0,16,easy
吉尔担任老师的时薪是 20 美元，担任啦啦队教练的时薪是 30 美元。如果她每年工作 50 周，担任老师每周工作 35 小时，担任教练每周工作 15 小时，则她的年薪是多少？,57500,"首先，计算吉尔作为老师的年度收入：35 小时/周 * 50 周/年 * 20 美元/小时 = 35 * 50 * 20 = 70,000 美元。然后，计算她作为教练的年度收入：15 小时/周 * 50 周/年 * 30 美元/小时 = 15 * 50 * 30 = 33,750 美元。最后，将两笔收入相加，得到她的总年薪：70,000 美元 + 33,750 美元 = 103,750 美元。

答案：103750",103750.0,False,1.0,17,medium
克莱尔每天早上用 3 颗鸡蛋做一份煎蛋饼当早餐。四周内她能吃多少打鸡蛋？,7,"首先，确定一周有多少天：7 天。一周有 7 天。

接下来，计算一周内用的鸡蛋总数：3 颗鸡蛋/天 × 7 天/周 = 21 颗鸡蛋/周。

现在，将每周用量的总数乘以 4，以计算四周内用量的总数：21 颗鸡蛋/周 × 4 周 = 84 颗鸡蛋。

最后，将鸡蛋总数转换为打数：84 颗鸡蛋 ÷ 12 颗鸡蛋/打 = 7 打。

答案：7",7.0,True,1.0,18,easy
玛丽莎正在一条长 12 英里的小径上徒步旅行。她用了 1 小时走完前面 4 英里，然后再用一小时走完 2 英里。如果她希望平均速度达到每小时 4 英里，则要走完剩下的距离，她的速度需要达到多少（以英里每小时为单位）？,6,"玛丽莎共走了 4 + 2 = 6 英里。她已经走了 6 / 4 = 1.5 小时。总共需要走完 12 英里，所以她还剩下 12 - 6 = 6 英里要走。她的平均速度需要达到 4 英里/小时，她需要走完剩余的 6 英里时间为 6 / 4 = 1.5 小时。因此，她需要以 6 / 1.5 = 4 英里/小时的速度继续前行。
答案：4",4.0,False,1.0,19,hard
我有 10 升橙汁饮料，其中三分之二为水，而且我想把它加到 15 升菠萝汁饮料中（其中五分之三为水），但我在倒饮料时，洒掉了一升橙汁饮料。剩下的 24 升饮料中含有多少水？,15,"首先，计算橙汁饮料的初始水量：10 升 × 2/3 = 20 升水。

然后，计算菠萝汁饮料的初始水量：15 升 × 2/3 = 10 升水。

洒掉一升橙汁饮料后，橙汁饮料的剩余水量为：20 升 - 1 升 = 19 升水。

将剩余的橙汁饮料加入菠萝汁饮料中，得到：19 升 + 10 升 = 29 升总水量。

由于总水量为 24 升，水含量为：24 升 × 1/3 = 8 升水。

答案：8",8.0,False,1.0,20,hard
雷蒙德和萨曼莎是堂兄妹。雷蒙德比萨曼莎大 6 岁。雷蒙德有一个 23 岁的儿子。如果萨曼莎现在 31 岁，雷蒙德的儿子是多少年前出生的？,14,"雷蒙德比萨曼莎大 6 岁，萨曼莎现在 31 岁，因此雷蒙德现在 37 岁（31 + 6 = 37）。雷蒙德的儿子 23 岁，所以他已经活了 37 - 23 = 14 年。因此，雷蒙德的儿子出生于 14 年前。

答案：14",14.0,True,1.0,21,medium
比利销售 DVD。他在周二有 8 位顾客。前 3 位顾客各买了一张 DVD。后面 2 位顾客各买了 2 张DVD。最后 3 位顾客没有购买任何 DVD。Billy 在周二卖出了多少张 DVD？,7,"比利在周二有 8 位顾客。前 3 位顾客各买了一张 DVD，总共卖出了 3 张 DVD。后面 2 位顾客各买了 2 张 DVD，总共卖出了 4 张 DVD。最后 3 位顾客没有购买任何 DVD。因此，Billy 总共卖出了 3 + 4 = 7 张 DVD。

答案：7",7.0,True,1.0,22,easy
一根蜡烛每燃烧一小时就融化 2 厘米。一根蜡烛从下午 1:00 燃烧到下午 5:00，会变短多少厘米？,8,蜡烛从下午 1:00 到下午 5:00 燃烧了 4 小时。这意味着蜡烛在 4 小时内燃烧了 4 小时。由于蜡烛每小时融化 2 厘米，4 小时内它将融化 2 * 4 = 8 厘米。因此，答案是 8。答案：8,8.0,True,1.0,23,easy
凯尔花了 19.50 美元买了一本去年的畅销书，购买价是原价的七五折。这本书的原价是多少？,26,"设 \( P \) 为书的原价。凯尔以原价的 75% 购买了这本书，因此他支付了 \( 0.75P \)。

已知凯尔支付了 19.50 美元，因此我们可以建立方程：
\[ 0.75P = 19.50 \]

要找到 \( P \)，我们将方程两边同时除以 0.75：
\[ P = \frac{19.50}{0.75} \]
\[ P = 26 \]

因此，这本书的原价是 26 美元。

**答案：** 26",26.0,True,1.0,24,easy
玛丽订购了一份 12 美元的鸡肉饭、5 盒牛奶（每盒 3 美元）、4 颗苹果（每颗 1.50 美元）和几盒披萨。Marie 一共支付了 50 美元。如果每盒披萨 8.50 美元，Marie 订购了多少盒？,2,"玛丽购买了 12 美元的鸡肉饭、5 盒牛奶（每盒 3 美元），总共为 5 * 3 = 15 美元。玛丽还购买了 4 颗苹果，每颗 1.50 美元，总共为 4 * 1.50 = 6 美元。因此，食物（不包括披萨）的总成本为 12 + 15 + 6 = 33 美元。玛丽支付了 50 美元，所以披萨的成本为 50 - 33 = 17 美元。假设每盒披萨的成本为 8.50 美元，那么玛丽购买的披萨盒数为 17 / 8.50 = 2 盒。

答案：2",2.0,True,1.0,25,hard
米什卡买了 3 条短裤、3 条长裤和 3 双鞋。短裤每条 16.50 美元，长裤每条 22.50 美元，鞋子每双 42 美元。米什卡购买所有这些服饰一共花了多少钱？,243,"首先，计算短裤的总成本：3 条短裤 × 16.50 美元/条 = 49.50 美元。然后，计算长裤的总成本：3 条长裤 × 22.50 美元/条 = 67.50 美元。接下来，计算鞋子的总成本：3 双鞋 × 42 美元/双 = 126 美元。最后，将所有成本相加：49.50 美元 + 67.50 美元 + 126 美元 = 243 美元。

答案：243",243.0,True,1.0,26,easy
辛西娅每天晚上吃一份冰淇淋。她买了数盒冰淇淋，每盒有 15 份冰淇淋，每盒 4.00 美元。60 天后，她买冰淇淋花了多少钱？,16,"首先，计算辛西娅每天吃多少份冰淇淋：1 份/天 × 60 天 = 60 份。

接下来，确定她需要多少盒冰淇淋才能吃完 60 份：60 份 ÷ 每盒 15 份 = 4 盒。

最后，计算 4 盒冰淇淋的总成本：4 盒 × 每盒 4.00 美元 = 16.00 美元。

答案：16.00",16.0,False,1.0,27,medium
在一场 60 英里的自行车旅行中，亨利停下来两次。他在骑完 20 英里后第一次停下来，在旅程结束前 15 英里，第二次停下来。在第一次停下来和第二次停下来之间，他骑行了多少英里？,25,"亨利在 20 英里后第一次停下来，这意味着他已经骑行了 20 英里。第二次停下来是在旅程结束前 15 英里，也就是说，他在旅程结束前骑行了 60 - 15 = 45 英里。第一次停下来和第二次停下来之间的英里数是 45 - 20 = 25 英里。
答案：25",25.0,True,1.0,28,easy
格洛丽亚在买鞋时碰到一双符合她买鞋预算的靴子。然而，她必须得在靴子和两双总价只比这双靴子少 5 美元的高跟鞋之间做出选择。如果一双高跟鞋 33 美元，另一双高跟鞋的价格是这个价格的两倍，则靴子的价格是多少？,104,"设靴子的价格为 x。

两双高跟鞋的总价是 33 美元 + (2 * 33 美元) = 99 美元。

问题指出，两双高跟鞋的总价只比靴子的价格少 5 美元，因此我们可以建立方程：

99 美元 = x + 5

从两边减去 5：

x = 94 美元

答案：94",94.0,False,1.0,29,hard
达雷尔和亚伦的年龄比是 7:11。如果他们现在的年龄总和是 162，请计算 Allen 10 年后的年龄。,109,"设达雷尔的年龄为 \(7x\)，亚伦的年龄为 \(11x\)，其中 \(x\) 是比例常数。由于他们的年龄总和是 162，我们可以建立如下方程：

\[
7x + 11x = 162
\]

\[
18x = 162
\]

\[
x = \frac{162}{18} = 9
\]

因此，达雷尔的年龄是 \(7x = 7 \times 9 = 63\)，亚伦的年龄是 \(11x = 11 \times 9 = 99\)。

10 年后，达雷尔的年龄将是：
\[
63 + 10 = 73
\]

亚伦的年龄将是：
\[
99 + 10 = 109
\]

答案：73, 109",109.0,True,1.0,30,medium
甘特试图数清罐子里的果冻豆的数量。他问自己的朋友们，他们认为罐子里有多少颗果冻豆。第一个人说有 80 颗。第二个人说的数量比第一个人说的数量的一半多 20 颗。第三个人说的数量比第一个人说的数量多 25%。他们猜测的数量的平均数是多少?,80,"第一个人说有 80 颗果冻豆。第二个人说的数量是 80 的 50% + 20，即 90 颗。第三个人说的数量比第一个人说的数量多 25%，即 100 颗。所有三个人的猜测之和为 80 + 90 + 100 = 270 颗。平均值为 270 ÷ 3 = 90 颗。因此，答案是：

答案：90",90.0,False,1.0,31,medium
约翰照顾 10 条狗。每条狗每天的事务处理和遛狗所需的时间是 0.5 小时。他每周要花多少时间来照顾这些狗？,35,"首先，计算每天的总时间：10 条狗 * 0.5 小时/狗 = 5 小时/天。然后，将每周天数乘以每天的总时间：5 小时/天 * 7 天/周 = 35 小时/周。
答案：35",35.0,True,1.0,32,easy
格雷琴有 110 个硬币。金币比银币多 30 个。格雷琴有多少个金币？,70,"设银币的数量为 x。金币的数量为 x + 30。硬币总数为 110，因此方程为 x + (x + 30) = 110。简化后得到 2x + 30 = 110。将两边都减去 30，得到 2x = 80。将两边都除以 2，得到 x = 40。因此，金币的数量为 40 + 30 = 70。
答案：70",70.0,True,1.0,33,easy
西沃恩的珠宝数量比艾伦的珠宝数量少 2 件。艾伦的珠宝数量比雷蒙德珠宝数量的一半多 5 件。如果雷蒙德有 40 件珠宝，则西沃恩有多少件珠宝？,23,"雷蒙德有 40 件珠宝。艾伦的珠宝数量比雷蒙德珠宝数量的一半多 5 件。因此，艾伦有 (1/2) * 40 + 5 = 20 + 5 = 25 件珠宝。西沃恩的珠宝数量比艾伦的珠宝数量少 2 件。因此，西沃恩有 25 - 2 = 23 件珠宝。

答案：23",23.0,True,1.0,34,hard
迈克打乒乓球打了 40 分钟。在前 20 分钟里，他取得了 4 分。在后 20 分钟里，他的得分提高了 25%。他的总得分是多少？,9,"迈克在前 20 分钟内打了 4 分，所以他在前 20 分钟内打了 4 x 20 = 80 分。在后 20 分钟里，他比前 20 分钟的得分多打了 25%。80 的 25% 是 80 x 0.25 = 20。他在后 20 分钟内打了 20 分，所以他在后 20 分钟内打了 20 x 20 = 400 分。他的总得分是 80 + 400 = 480 分。
答案：480",480.0,False,1.0,35,easy
特里每天吃 2 份酸奶。现在酸奶打折销售，4 份酸奶只需 5.00 美元。他 30 天花了多少钱买酸奶？,75,"特里每天吃 2 份酸奶，折扣价为每 4 份 5.00 美元。因此，他每天需要花费 5.00 美元 / 4 = 1.25 美元。30 天后，他总共花费了 1.25 美元/天 * 30 天 = 37.50 美元。
答案：37.50",37.5,False,1.0,36,easy
约翰打算卖掉自己的所有玩具，然后用这笔钱购买电子游戏。他有 13 套乐高，每套卖 15 美元。他最后买了 8 款电子游戏，每款 20 美元，并且他还剩下 5 美元。他还剩下多少套乐高？,2,"约翰从乐高中赚了 13 套 * 15 美元 = 195 美元。他花费了 8 款 * 20 美元 = 160 美元来购买电子游戏，并剩下 5 美元。因此，他总共花费了 160 美元 + 5 美元 = 165 美元。为了确定他还剩下多少套乐高，我们从他赚的总金额中减去他花费的金额：195 美元 - 165 美元 = 30 美元。由于每套乐高售价 15 美元，他可以卖出 30 美元 / 15 美元 = 2 套乐高。因此，约翰还剩下 13 套 - 2 套 = 11 套乐高。
答案：11",11.0,False,1.0,37,medium
约翰每周跑 60 英里。他每周跑 3 天，第一天跑 3 小时，后面两天各跑第一天一半的时间。他的跑步速度是多少？,10,"**推理步骤：**
1. **第一天跑步时间：** 3 小时。
2. **后面两天跑步时间：** 每一天是第一天一半，即 1.5 小时。
3. **每周总跑步时间：** 3 天 × 3 小时 + 2 天 × 1.5 小时 = 9 小时。
4. **每周总跑步距离：** 60 英里。
5. **跑步速度：** 总距离 ÷ 总时间 = 60 英里 ÷ 9 小时 ≈ 6.67 英里/小时。

**答案：** 6.67 英里/小时",6.67,False,1.0,38,hard
戴娜跑步的速度是步行速度的四倍，但她跳跃的速度是跑步速度的一半。如果她每小时能跳跃 3 英里，则在 6 小时的时间里，她用三分之一的时间跑步，用三分之二的时间步行，她完成了多长的距离？,18,"戴娜每小时能跳跃 3 英里，跑步速度是跳跃速度的两倍，因此她每小时能跑步 6 英里。她用三分之一的时间跑步，用三分之二的时间步行，因此总时间为 6 小时 / 3 = 2 小时。步行速度是跑步速度的四分之一，因此她每小时步行 6 / 4 = 1.5 英里。在 2 小时内，她步行了 1.5 * 2 = 3 英里。因此，戴娜总共完成了 3 + 6 = 9 英里。

答案：9",9.0,False,1.0,39,hard
布兰登的 iPhone 手机比本的 iPhone 手机旧三倍。本的 iPhone 手机比 苏茜的 iPhone 手机旧两倍。如果苏茜的 iPhone 手机使用了 1 年，则 布兰登的 iPhone 手机有多旧？,8,"苏茜的 iPhone 手机使用了 1 年。本的 iPhone 手机比苏茜的 iPhone 手机旧两倍，所以本的 iPhone 手机使用了 2 年。布兰登的 iPhone 手机比本的 iPhone 手机旧三倍，所以布兰登的 iPhone 手机使用了 6 年。

答案：6",6.0,False,1.0,40,medium
"巨龙佩尔格停落在 Farbo 山的山顶上，对着方圆 1,000 英尺之内的一切喷出火焰。波利能把唯一已知的屠龙武器金枪扔出 400 英尺远，这个距离刚好在巨龙喷火范围内。但当波利拿着蓝宝石时，她扔出金枪的距离比不拿蓝宝石时扔出金枪的距离远三倍。如果波利拿着宝石，要用金枪击中巨龙，她能站在巨龙喷火范围以外多远的地方？",200,"波利不拿宝石时，用金枪投掷的距离为 400 英尺。当她拿着蓝宝石时，她的投掷距离增加了三倍，因此距离变为 400 * 3 = 1200 英尺。巨龙的喷火范围是 1,000 英尺，因此波利必须站在巨龙喷火范围以外 1200 - 1000 = 200 英尺的地方。

答案：200",200.0,True,1.0,41,hard
琼斯奶奶烤了 5 张苹果派，当作消防员的午餐。她将每张派切成了 8 片，然后将这 5 张派放在外面的自助餐桌上供宾客自取。午餐结束时，在宾客吃完各自拿走的派后，还剩下 14 片派。宾客拿走了多少张派？,26,"琼斯奶奶最初烤了 5 张派，每张派切成了 8 片，因此总共有 5 × 8 = 40 片派。假设有 *x* 名宾客拿走了派，那么宾客总共拿走了 *x* × 8 片派。吃完后，还剩下 14 片派，所以 40 - *x* = 14。解这个方程，得到 *x* = 26。因此，宾客拿走了 26 张派。
答案：26",26.0,True,1.0,42,medium
"按照营养成分表，一袋薯片中的每份薯片含有 250 卡路里。如果一袋 300 克的薯片包含 5 份薯片，而且您的每日卡路里目标是 2,000，并且已经摄入了 1,800 卡路里，您还可以吃多少克薯片？",48,"首先，计算袋装薯片中的卡路里：300 克 × 250 卡路里/份 = 75,000 卡路里。

然后，计算袋装薯片已经摄入的卡路里：300 克 × 250 卡路里/份 × 5 份 = 37,500 卡路里。

接下来，确定剩余的卡路里摄入量：2,000 卡路里（目标） - 1,800 卡路里（已摄入） = 200 卡路里。

最后，计算剩余卡路里可以分解成多少份：200 卡路里 / 250 卡路里/份 = 0.8 份。

由于每份是 300 克的薯片，计算可食用的克数：0.8 份 × 300 克/份 = 240 克。

答案：240",240.0,False,1.0,43,hard
查理想销售蜂蜡蜡烛。每磅蜂蜡他能做出 10 根锥形蜡烛。一磅蜂蜡和所需蜡烛芯的供应成本是 10.00 美元。如果他每根蜡烛卖 2.00 美元，而且他制作并销售 20 根蜡烛，能获得多少净利润？,20,"首先，计算制作 20 根蜡烛所需的蜂蜡成本：20 根蜡烛 × 每磅 10 根蜡烛 = 每磅 200 根蜡烛。由于每磅蜂蜡的成本是 10.00 美元，因此蜂蜡的总成本为 200 根蜡烛 × 每磅 10.00 美元 = 2000.00 美元。

接下来，计算销售 20 根蜡烛的总收入：20 根蜡烛 × 每根蜡烛 2.00 美元 = 40.00 美元。

最后，计算净利润：总收入 - 总成本 = 40.00 美元 - 2000.00 美元 = -1960.00 美元。

答案：-1960.00 美元",1960.0,False,1.0,44,medium
